"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1716;1580;44;3340
"'10-19";3753;3536;61;7350
"20-29";7676;7047;111;14834
"30-39";5845;5437;69;11351
"40-49";5354;6055;60;11469
"50-59";6332;6536;39;12907
"60-69";3346;2927;17;6290
"70-79";2503;2399;10;4912
"80-89";1726;2759;6;4491
"90-99";275;902;0;1177
"100+";2;17;0;19
"Unbekannt";16;25;6;47
"Gesamt";38544;39220;423;78187
