"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11411;10614;1;524;22550
"'10-19";20981;20641;4;654;42280
"20-29";36095;33758;4;1246;71103
"30-39";30445;28937;8;1156;60546
"40-49";28417;31288;4;1062;60771
"50-59";34241;35374;6;827;70448
"60-69";18075;16875;3;389;35342
"70-79";12321;13318;6;262;25907
"80-89";9795;17842;18;312;27967
"90-99";1892;6586;5;105;8588
"100+";46;152;0;6;204
"Unbekannt";88;87;0;45;220
"Gesamt";203807;215472;59;6588;425926
