"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3531;0;85;0;134655;2622,26;26;19,31
"LK Altötting";4083;12;175;0;111516;3661,36;122;109,4
"LK Amberg-Sulzbach";3256;16;117;0;103049;3159,66;153;148,47
"LK Ansbach";5123;0;141;0;184591;2775,32;146;79,09
"LK Aschaffenburg";5855;17;186;0;174200;3361,08;101;57,98
"LK Augsburg";7808;20;173;0;253468;3080,47;150;59,18
"LK Bad Kissingen";2360;20;82;0;103235;2286,05;68;65,87
"LK Bad Tölz-Wolfratshausen";3575;3;58;0;127917;2794,78;35;27,36
"LK Bamberg";3828;13;115;0;147163;2601,2;63;42,81
"LK Bayreuth";3543;19;127;0;103664;3417,77;117;112,86
"LK Berchtesgadener Land";4465;8;96;0;105929;4215,09;93;87,79
"LK Cham";4111;35;118;0;127998;3211,77;180;140,63
"LK Coburg";3357;10;140;0;86747;3869,87;55;63,4
"LK Dachau";5845;14;127;0;154899;3773,43;71;45,84
"LK Deggendorf";4497;18;122;0;119478;3763,87;136;113,83
"LK Dillingen a.d.Donau";2568;9;97;0;96562;2659,43;26;26,93
"LK Dingolfing-Landau";3408;8;73;0;96683;3524,92;107;110,67
"LK Donau-Ries";3639;5;141;0;133783;2720,08;26;19,43
"LK Ebersberg";4806;6;167;0;143649;3345,66;56;38,98
"LK Eichstätt";3414;3;70;0;132881;2569,22;24;18,06
"LK Erding";5194;0;95;0;138182;3758,81;66;47,76
"LK Erlangen-Höchstadt";3724;13;111;0;137262;2713,06;84;61,2
"LK Forchheim";3463;4;97;0;116203;2980,13;82;70,57
"LK Freising";5825;27;110;0;180007;3235,99;163;90,55
"LK Freyung-Grafenau";3634;15;106;0;78362;4637,45;113;144,2
"LK Fürstenfeldbruck";7201;22;120;0;219311;3283,47;149;67,94
"LK Fürth";3880;19;176;0;117853;3292,24;114;96,73
"LK Garmisch-Partenkirchen";2567;5;80;0;88424;2903,06;36;40,71
"LK Günzburg";4418;6;95;0;127027;3478;50;39,36
"LK Haßberge";2469;7;69;0;84384;2925,91;37;43,85
"LK Hof";4064;14;114;0;94801;4286,87;140;147,68
"LK Kelheim";3270;1;83;0;123058;2657,28;55;44,69
"LK Kitzingen";2249;1;79;1;91155;2467,23;28;30,72
"LK Kronach";2339;13;66;1;66743;3504,49;98;146,83
"LK Kulmbach";2565;26;96;0;71566;3584,1;188;262,69
"LK Landsberg a.Lech";3038;4;53;0;120302;2525,31;61;50,71
"LK Landshut";5166;19;151;0;159895;3230,87;83;51,91
"LK Lichtenfels";2272;9;58;0;66776;3402,42;51;76,37
"LK Lindau";2390;8;57;0;81981;2915,31;55;67,09
"LK Main-Spessart";3263;5;186;0;126158;2586,44;72;57,07
"LK Miesbach";3235;9;57;0;100010;3234,68;65;64,99
"LK Miltenberg";4318;15;112;0;128743;3353,97;96;74,57
"LK Mühldorf a.Inn";4746;21;126;0;115872;4095,9;114;98,38
"LK München";11457;31;263;0;350473;3269,01;171;48,79
