"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";19361;17851;1;761;37974
"'10-19";31591;30524;5;928;63048
"20-29";51286;46972;5;1532;99795
"30-39";44451;41526;8;1412;87397
"40-49";41501;43823;6;1306;86636
"50-59";48826;48020;7;1037;97890
"60-69";24989;23321;3;454;48767
"70-79";15704;16808;6;294;32812
"80-89";11321;20139;18;329;31807
"90-99";2092;7155;5;107;9359
"100+";26;147;0;5;178
"Unbekannt";25;28;0;25;78
"Gesamt";291173;296314;64;8190;595741
