"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3351;3;74;2;134655;2488,58;63;46,79
"LK Altötting";3592;32;146;2;111516;3221,06;126;112,99
"LK Amberg-Sulzbach";2682;8;104;0;103049;2602,65;51;49,49
"LK Ansbach";4432;19;107;2;184591;2400,98;184;99,68
"LK Aschaffenburg";5403;24;170;7;174200;3101,61;178;102,18
"LK Augsburg";7326;12;146;2;253468;2890,31;120;47,34
"LK Bad Kissingen";2097;20;78;0;103235;2031,29;93;90,09
"LK Bad Tölz-Wolfratshausen";3302;16;46;3;127917;2581,36;127;99,28
"LK Bamberg";3525;23;107;2;147163;2395,3;190;129,11
"LK Bayreuth";2956;37;108;1;103664;2851,52;157;151,45
"LK Berchtesgadener Land";3947;17;89;1;105929;3726,08;163;153,88
"LK Cham";3411;6;109;0;127998;2664,89;155;121,1
"LK Coburg";3113;5;134;0;86747;3588,6;81;93,37
"LK Dachau";5515;16;100;0;154899;3560,38;116;74,89
"LK Deggendorf";3998;15;111;3;119478;3346,22;144;120,52
"LK Dillingen a.d.Donau";2384;18;91;0;96562;2468,88;56;57,99
"LK Dingolfing-Landau";3087;10;71;0;96683;3192,91;75;77,57
"LK Donau-Ries";3503;9;126;1;133783;2618,42;62;46,34
"LK Ebersberg";4520;13;126;0;143649;3146,56;103;71,7
"LK Eichstätt";3236;10;64;1;132881;2435,26;72;54,18
"LK Erding";4847;14;70;0;138182;3507,69;94;68,03
"LK Erlangen-Höchstadt";3396;13;104;2;137262;2474,1;83;60,47
"LK Forchheim";3060;36;91;2;116203;2633,32;147;126,5
"LK Freising";5352;19;100;3;180007;2973,22;162;90
"LK Freyung-Grafenau";3248;20;90;0;78362;4144,87;101;128,89
"LK Fürstenfeldbruck";6707;29;112;0;219311;3058,21;150;68,4
"LK Fürth";3520;15;159;1;117853;2986,77;91;77,21
"LK Garmisch-Partenkirchen";2350;20;67;0;88424;2657,65;70;79,16
"LK Günzburg";4200;11;90;1;127027;3306,38;73;57,47
"LK Haßberge";2313;13;67;1;84384;2741,04;56;66,36
"LK Hof";3261;18;97;0;94801;3439,84;266;280,59
"LK Kelheim";3042;11;75;1;123058;2472,01;81;65,82
"LK Kitzingen";1930;18;57;0;91155;2117,27;89;97,64
"LK Kronach";2042;6;54;0;66743;3059,5;48;71,92
"LK Kulmbach";2010;11;84;0;71566;2808,6;77;107,59
"LK Landsberg a.Lech";2813;15;37;0;120302;2338,28;103;85,62
"LK Landshut";4831;9;142;1;159895;3021,36;133;83,18
"LK Lichtenfels";2039;14;53;1;66776;3053,49;97;145,26
"LK Lindau";2169;16;46;3;81981;2645,73;67;81,73
"LK Main-Spessart";3026;10;182;0;126158;2398,58;42;33,29
"LK Miesbach";2980;3;46;0;100010;2979,7;55;54,99
"LK Miltenberg";3847;27;99;3;128743;2988,12;231;179,43
"LK Mühldorf a.Inn";4203;33;109;3;115872;3627,28;141;121,69
"LK München";10891;54;169;-1;350473;3107,51;226;64,48
"LK Neu-Ulm";4555;11;97;1;175204;2599,83;119;67,92
"LK Neuburg-Schrobenhausen";2629;6;60;2;97303;2701,87;46;47,28
"LK Neumarkt i.d.OPf.";3744;3;103;0;134573;2782,13;73;54,25
"LK Neustadt a.d.Aisch-Bad Windsheim";2400;35;54;2;101014;2375,91;125;123,75
"LK Neustadt a.d.Waldnaab";3517;27;130;4;94450;3723,66;150;158,81
"LK Nürnberger Land";4445;21;144;0;170792;2602,58;118;69,09
"LK Oberallgäu";3504;17;49;1;156008;2246,04;103;66,02
"LK Ostallgäu";3706;14;97;0;141182;2624,98;58;41,08
"LK Passau";9122;43;254;1;192656;4734,86;314;162,98
"LK Pfaffenhofen a.d.Ilm";3623;12;143;0;128227;2825,46;49;38,21
"LK Regen";3943;36;134;1;77410;5093,66;187;241,57
"LK Regensburg";4569;17;115;1;194070;2354,31;114;58,74
"LK Rhön-Grabfeld";1968;23;61;1;79635;2471,28;62;77,86
"LK Rosenheim";10050;27;400;3;261330;3845,71;188;71,94
"LK Roth";3780;12;136;1;126749;2982,27;62;48,92
"LK Rottal-Inn";4808;46;131;2;121502;3957,14;163;134,15
"LK Schwandorf";4244;32;104;0;147872;2870,05;132;89,27
"LK Schweinfurt";3189;13;103;2;115445;2762,35;81;70,16
"LK Starnberg";3520;15;70;3;136667;2575,6;79;57,8
"LK Straubing-Bogen";3243;26;110;1;101120;3207,08;85;84,06
"LK Tirschenreuth";3439;24;198;2;72046;4773,34;214;297,03
"LK Traunstein";6937;37;184;4;177319;3912,16;173;97,56
"LK Unterallgäu";3854;13;102;9;145341;2651,69;147;101,14
"LK Weilheim-Schongau";3007;16;42;0;135478;2219,55;66;48,72
"LK Weißenburg-Gunzenhausen";2512;6;79;1;94734;2651,64;73;77,06
"LK Wunsiedel i.Fichtelgebirge";2943;32;126;0;72655;4050,65;179;246,37
"LK Würzburg";2812;31;45;0;162302;1732,57;124;76,4
"SK Amberg";810;4;8;0;42207;1919,11;27;63,97
"SK Ansbach";1163;3;27;6;41798;2782,43;81;193,79
"SK Aschaffenburg";1964;9;70;0;71002;2766,12;68;95,77
"SK Augsburg";11398;37;277;2;296582;3843,12;331;111,6
"SK Bamberg";1656;13;65;0;77373;2140,28;47;60,74
"SK Bayreuth";2010;18;65;2;74783;2687,78;111;148,43
"SK Coburg";1496;5;77;1;41072;3642,38;50;121,74
"SK Erlangen";2659;7;77;0;112528;2362,97;51;45,32
"SK Fürth";4640;17;162;0;128497;3610,98;118;91,83
"SK Hof";1872;9;66;0;45825;4085,11;107;233,5
"SK Ingolstadt";3975;12;87;1;137392;2893,18;65;47,31
"SK Kaufbeuren";1397;3;43;0;44398;3146,54;19;42,79
"SK Kempten";1520;10;32;2;69151;2198,09;50;72,31
"SK Landshut";2524;10;79;2;73411;3438,18;75;102,16
"SK Memmingen";1132;9;16;0;44100;2566,89;41;92,97
"SK München";51818;98;976;143;1484226;3491,25;766;51,61
"SK Nürnberg";21993;9;508;18;518370;4242,72;567;109,38
"SK Passau";2519;7;96;0;52803;4770,56;80;151,51
"SK Regensburg";4109;8;59;0;153094;2683,97;44;28,74
"SK Rosenheim";2749;5;51;1;63551;4325,66;52;81,82
"SK Schwabach";1487;3;89;0;40981;3628,51;23;56,12
"SK Schweinfurt";1476;5;52;0;53426;2762,7;37;69,25
"SK Straubing";1456;2;72;1;47791;3046,6;20;41,85
"SK Weiden i.d.OPf.";1788;22;59;2;42743;4183,14;81;189,5
"SK Würzburg";2798;20;88;4;127934;2187,07;79;61,75
