"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";539;9;20;0;134655;400,28;34;25,25
"LK Altötting";757;0;57;0;111516;678,83;3;2,69
"LK Amberg-Sulzbach";559;1;54;0;103049;542,46;8;7,76
"LK Ansbach";732;10;28;0;184591;396,55;21;11,38
"LK Aschaffenburg";735;0;42;0;174200;421,93;22;12,63
"LK Augsburg";815;0;11;0;253468;321,54;39;15,39
"LK Bad Kissingen";298;2;18;0;103235;288,66;3;2,91
"LK Bad Tölz-Wolfratshausen";662;3;10;0;127917;517,52;16;12,51
"LK Bamberg";547;8;38;0;147163;371,7;34;23,1
"LK Bayreuth";462;0;28;0;103664;445,67;6;5,79
"LK Berchtesgadener Land";469;0;25;0;105929;442,75;20;18,88
"LK Cham";548;1;21;0;127998;428,13;30;23,44
"LK Coburg";455;3;30;0;86747;524,51;8;9,22
"LK Dachau";1299;11;35;0;154899;838,61;43;27,76
"LK Deggendorf";505;4;19;0;119478;422,67;40;33,48
"LK Dillingen a.d.Donau";389;1;29;0;96562;402,85;4;4,14
"LK Dingolfing-Landau";1012;3;10;0;96683;1046,72;27;27,93
"LK Donau-Ries";523;3;26;0;133783;390,93;20;14,95
"LK Ebersberg";837;16;6;0;143649;582,67;59;41,07
"LK Eichstätt";437;0;20;0;132881;328,87;5;3,76
"LK Erding";883;0;11;0;138182;639,01;12;8,68
"LK Erlangen-Höchstadt";414;3;11;0;137262;301,61;25;18,21
"LK Forchheim";315;5;4;0;116203;271,08;14;12,05
"LK Freising";1370;1;47;0;180007;761,08;25;13,89
"LK Freyung-Grafenau";261;4;12;0;78362;333,07;12;15,31
"LK Fürstenfeldbruck";1465;24;36;0;219311;668;112;51,07
"LK Fürth";621;5;58;0;117853;526,93;17;14,42
"LK Garmisch-Partenkirchen";439;0;20;0;88424;496,47;4;4,52
"LK Günzburg";452;4;4;0;127027;355,83;27;21,26
"LK Haßberge";247;2;6;0;84384;292,71;15;17,78
"LK Hof";555;1;32;0;94801;585,44;4;4,22
"LK Kelheim";687;2;35;0;123058;558,27;15;12,19
"LK Kitzingen";304;1;4;0;91155;333,5;6;6,58
"LK Kronach";197;0;3;0;66743;295,16;11;16,48
"LK Kulmbach";324;2;11;0;71566;452,73;6;8,38
"LK Landsberg a.Lech";504;6;10;0;120302;418,95;20;16,62
"LK Landshut";877;4;34;0;159895;548,48;14;8,76
"LK Lichtenfels";394;0;17;0;66776;590,03;16;23,96
"LK Lindau";336;4;8;0;81981;409,85;18;21,96
"LK Main-Spessart";264;3;6;0;126158;209,26;21;16,65
"LK Miesbach";792;7;11;0;100010;791,92;32;32
"LK Miltenberg";472;4;6;0;128743;366,62;25;19,42
"LK Mühldorf a.Inn";677;3;27;0;115872;584,27;15;12,95
"LK München";2221;23;96;0;350473;633,72;95;27,11
"LK Neu-Ulm";873;1;26;0;175204;498,28;60;34,25
"LK Neuburg-Schrobenhausen";459;15;18;0;97303;471,72;21;21,58
"LK Neumarkt i.d.OPf.";592;3;17;0;134573;439,91;18;13,38
"LK Neustadt a.d.Aisch-Bad Windsheim";305;2;6;0;101014;301,94;3;2,97
"LK Neustadt a.d.Waldnaab";946;7;73;0;94450;1001,59;29;30,7
"LK Nürnberger Land";806;4;44;0;170792;471,92;15;8,78
"LK Oberallgäu";307;5;7;0;156008;196,78;15;9,61
"LK Ostallgäu";734;8;40;0;141182;519,9;28;19,83
"LK Passau";857;8;31;0;192656;444,83;30;15,57
"LK Pfaffenhofen a.d.Ilm";540;4;22;1;128227;421,13;25;19,5
"LK Regen";292;23;12;0;77410;377,21;47;60,72
"LK Regensburg";786;6;16;0;194070;405,01;32;16,49
"LK Rhön-Grabfeld";315;1;8;0;79635;395,55;14;17,58
"LK Rosenheim";2716;20;199;0;261330;1039,3;82;31,38
"LK Roth";382;1;7;0;126749;301,38;15;11,83
"LK Rottal-Inn";930;0;51;0;121502;765,42;43;35,39
"LK Schwandorf";619;4;20;0;147872;418,61;20;13,53
"LK Schweinfurt";721;7;25;0;115445;624,54;35;30,32
"LK Starnberg";805;0;13;0;136667;589,02;8;5,85
"LK Straubing-Bogen";640;1;29;0;101120;632,91;7;6,92
"LK Tirschenreuth";1244;4;139;0;72046;1726,67;22;30,54
"LK Traunstein";1504;9;88;0;177319;848,19;52;29,33
"LK Unterallgäu";530;3;17;0;145341;364,66;66;45,41
"LK Weilheim-Schongau";492;0;3;0;135478;363,16;14;10,33
"LK Weißenburg-Gunzenhausen";460;0;25;0;94734;485,57;3;3,17
"LK Wunsiedel i.Fichtelgebirge";792;7;43;0;72655;1090,08;17;23,4
"LK Würzburg";685;2;7;0;162302;422,05;28;17,25
"SK Amberg";148;1;4;0;42207;350,65;17;40,28
"SK Ansbach";200;1;8;0;41798;478,49;3;7,18
"SK Aschaffenburg";202;0;1;0;71002;284,5;11;15,49
"SK Augsburg";1151;0;16;0;296582;388,09;61;20,57
"SK Bamberg";279;3;22;0;77373;360,59;21;27,14
"SK Bayreuth";291;3;11;0;74783;389,13;11;14,71
"SK Coburg";150;1;4;0;41072;365,21;2;4,87
"SK Erlangen";416;5;12;0;112528;369,69;14;12,44
"SK Fürth";636;4;38;0;128497;494,95;19;14,79
"SK Hof";192;0;5;0;45825;418,99;3;6,55
"SK Ingolstadt";856;9;39;0;137392;623,03;57;41,49
"SK Kaufbeuren";212;3;9;0;44398;477,5;11;24,78
"SK Kempten";198;3;10;0;69151;286,33;10;14,46
"SK Landshut";471;1;9;0;73411;641,59;6;8,17
"SK Memmingen";173;13;1;0;44100;392,29;24;54,42
"SK München";12425;143;229;0;1484226;837,14;708;47,7
"SK Nürnberg";2305;50;53;0;518370;444,66;188;36,27
"SK Passau";233;3;18;0;52803;441,26;6;11,36
"SK Regensburg";973;6;10;0;153094;635,56;38;24,82
"SK Rosenheim";771;3;23;0;63551;1213,2;43;67,66
"SK Schwabach";131;0;2;0;40981;319,66;6;14,64
"SK Schweinfurt";276;4;17;0;53426;516,6;22;41,18
"SK Straubing";505;0;48;0;47791;1056,68;2;4,18
"SK Weiden i.d.OPf.";409;0;20;0;42743;956,88;10;23,4
"SK Würzburg";848;7;52;0;127934;662,84;38;29,7
