"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";930;863;22;1815
"'10-19";1873;1893;10;3776
"20-29";4633;4382;31;9046
"30-39";3811;3696;27;7534
"40-49";3683;4382;22;8087
"50-59";4661;5175;15;9851
"60-69";2683;2316;3;5002
"70-79";2147;2042;1;4190
"80-89";1563;2509;1;4073
"90-99";252;823;0;1075
"100+";1;15;0;16
"Unbekannt";5;6;18;29
"Gesamt";26242;28102;150;54494
