"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";19915;18397;1;782;39095
"'10-19";32338;31185;5;944;64472
"20-29";52305;47843;5;1552;101705
"30-39";45365;42327;8;1433;89133
"40-49";42386;44640;6;1328;88360
"50-59";49872;48874;7;1052;99805
"60-69";25441;23721;3;455;49620
"70-79";15887;17004;6;295;33192
"80-89";11411;20283;18;328;32040
"90-99";2103;7185;5;108;9401
"100+";25;151;0;6;182
"Unbekannt";28;29;0;25;82
"Gesamt";297076;301639;64;8308;607087
