"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22476;20826;1;720;44023
"'10-19";35825;34407;5;893;71130
"20-29";56503;51481;4;1463;109451
"30-39";48810;45681;5;1362;95858
"40-49";45530;47818;4;1236;94588
"50-59";53052;51776;6;969;105803
"60-69";26891;25099;2;426;52418
"70-79";16480;17683;2;259;34424
"80-89";11698;20807;12;290;32807
"90-99";2151;7354;2;85;9592
"100+";22;151;0;4;177
"Unbekannt";22;21;0;6;49
"Gesamt";319460;323104;43;7713;650320
