"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";17063;15874;1;687;33625
"'10-19";28626;27865;5;827;57323
"20-29";47234;43609;5;1439;92287
"30-39";40749;38194;8;1315;80266
"40-49";37914;40514;5;1223;79656
"50-59";44900;44822;7;984;90713
"60-69";23264;21694;3;428;45389
"70-79";14878;15929;6;285;31098
"80-89";10991;19641;18;319;30969
"90-99";2048;7014;5;109;9176
"100+";36;155;0;11;202
"Unbekannt";45;40;0;33;118
"Gesamt";267748;275351;63;7660;550822
