"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";4202;3899;0;181;8282
"'10-19";8940;8415;0;233;17588
"20-29";16312;14653;1;443;31409
"30-39";12882;11587;1;412;24882
"40-49";11843;12516;3;361;24723
"50-59";14115;13766;2;258;28141
"60-69";7114;6377;3;111;13605
"70-79";4777;4790;0;59;9626
"80-89";3137;5072;0;40;8249
"90-99";507;1661;0;11;2179
"100+";11;43;0;1;55
"Unbekannt";82;74;0;201;357
"Gesamt";83922;82853;10;2311;169096
