"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11231;10437;1;515;22184
"'10-19";20669;20359;4;648;41680
"20-29";35627;33343;4;1228;70202
"30-39";30016;28577;8;1142;59743
"40-49";28035;30869;4;1047;59955
"50-59";33753;34935;6;816;69510
"60-69";17836;16670;3;381;34890
"70-79";12158;13160;6;252;25576
"80-89";9696;17688;18;308;27710
"90-99";1876;6556;5;108;8545
"100+";47;155;0;6;208
"Unbekannt";120;126;0;48;294
"Gesamt";201064;212875;59;6499;420497
