"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4807;18;91;0;134655;3569,86;166;123,28
"LK Altötting";5581;35;203;0;111516;5004,66;219;196,38
"LK Amberg-Sulzbach";4593;12;150;0;103049;4457,1;96;93,16
"LK Ansbach";7688;63;165;0;184591;4164,88;276;149,52
"LK Aschaffenburg";7503;36;196;0;174200;4307,12;203;116,53
"LK Augsburg";10434;50;202;1;253468;4116,5;413;162,94
"LK Bad Kissingen";3294;19;94;0;103235;3190,78;163;157,89
"LK Bad Tölz-Wolfratshausen";4685;25;71;0;127917;3662,53;212;165,73
"LK Bamberg";4996;22;134;0;147163;3394,88;222;150,85
"LK Bayreuth";4730;30;155;0;103664;4562,82;122;117,69
"LK Berchtesgadener Land";5526;21;99;0;105929;5216,7;142;134,05
"LK Cham";6713;41;167;1;127998;5244,61;270;210,94
"LK Coburg";4208;40;149;0;86747;4850,89;209;240,93
"LK Dachau";7777;33;135;0;154899;5020,69;214;138,15
"LK Deggendorf";6362;35;143;2;119478;5324,83;269;225,15
"LK Dillingen a.d.Donau";3308;13;107;0;96562;3425,78;130;134,63
"LK Dingolfing-Landau";5191;37;85;0;96683;5369,09;251;259,61
"LK Donau-Ries";5437;28;154;1;133783;4064,04;250;186,87
"LK Ebersberg";5909;18;174;0;143649;4113,5;213;148,28
"LK Eichstätt";4717;17;79;0;132881;3549,79;154;115,89
"LK Erding";6574;18;109;0;138182;4757,49;185;133,88
"LK Erlangen-Höchstadt";5017;17;123;0;137262;3655,05;177;128,95
"LK Forchheim";4463;13;109;0;116203;3840,69;122;104,99
"LK Freising";7791;10;122;0;180007;4328,17;259;143,88
"LK Freyung-Grafenau";4599;16;118;0;78362;5868,92;105;133,99
"LK Fürstenfeldbruck";9134;40;131;0;219311;4164,86;289;131,78
"LK Fürth";4901;14;201;1;117853;4158,57;140;118,79
"LK Garmisch-Partenkirchen";3341;10;87;0;88424;3778,39;93;105,18
"LK Günzburg";5925;28;103;0;127027;4664,36;249;196,02
"LK Haßberge";3787;18;84;1;84384;4487,82;162;191,98
"LK Hof";6051;26;144;1;94801;6382,84;199;209,91
"LK Kelheim";5371;23;104;0;123058;4364,61;200;162,52
"LK Kitzingen";2952;15;83;0;91155;3238,44;94;103,12
"LK Kronach";3796;11;88;0;66743;5687,49;159;238,23
"LK Kulmbach";3905;12;111;2;71566;5456,5;95;132,74
"LK Landsberg a.Lech";3845;13;64;0;120302;3196,12;75;62,34
"LK Landshut";7318;42;163;0;159895;4576,75;327;204,51
"LK Lichtenfels";3240;27;77;1;66776;4852,04;156;233,62
"LK Lindau";3151;7;62;0;81981;3843,57;59;71,97
"LK Main-Spessart";4385;9;205;0;126158;3475,8;119;94,33
"LK Miesbach";4070;15;75;0;100010;4069,59;150;149,99
"LK Miltenberg";5419;37;121;1;128743;4209,16;254;197,29
"LK Mühldorf a.Inn";6582;38;142;2;115872;5680,41;256;220,93
"LK München";14456;56;286;0;350473;4124,71;473;134,96
"LK Neu-Ulm";6614;37;110;2;175204;3775,03;344;196,34
