"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9695;9003;2;447;19147
"'10-19";18263;17850;1;554;36668
"20-29";31055;28996;5;1079;61135
"30-39";25880;24780;5;1025;51690
"40-49";24106;26627;7;912;51652
"50-59";28948;29965;5;692;59610
"60-69";15184;14173;7;312;29676
"70-79";10441;11207;8;194;21850
"80-89";8077;14816;22;206;23121
"90-99";1587;5473;6;71;7137
"100+";42;137;0;7;186
"Unbekannt";126;137;0;48;311
"Gesamt";173404;183164;68;5547;362183
