"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1422;16;23;1;134655;1056,03;203;150,76
"LK Altötting";1479;26;57;0;111516;1326,27;246;220,6
"LK Amberg-Sulzbach";1046;6;55;0;103049;1015,05;234;227,08
"LK Ansbach";1735;20;32;0;184591;939,92;335;181,48
"LK Aschaffenburg";1834;53;44;0;174200;1052,81;328;188,29
"LK Augsburg";2831;0;20;0;253468;1116,91;612;241,45
"LK Bad Kissingen";574;18;18;0;103235;556,01;93;90,09
"LK Bad Tölz-Wolfratshausen";1353;27;13;0;127917;1057,72;213;166,51
"LK Bamberg";1276;8;41;0;147163;867,07;206;139,98
"LK Bayreuth";834;11;29;0;103664;804,52;100;96,47
"LK Berchtesgadener Land";1617;16;28;0;105929;1526,49;145;136,88
"LK Cham";1375;30;23;0;127998;1074,24;226;176,57
"LK Coburg";828;12;32;1;86747;954,5;105;121,04
"LK Dachau";2520;45;47;0;154899;1626,87;324;209,17
"LK Deggendorf";1145;16;22;0;119478;958,34;151;126,38
"LK Dillingen a.d.Donau";980;17;36;0;96562;1014,89;183;189,52
"LK Dingolfing-Landau";1528;34;12;0;96683;1580,42;192;198,59
"LK Donau-Ries";1478;10;32;0;133783;1104,77;255;190,61
"LK Ebersberg";1750;7;13;0;143649;1218,25;234;162,9
"LK Eichstätt";1081;18;23;0;132881;813,51;194;146
"LK Erding";1755;0;13;0;138182;1270,06;222;160,66
"LK Erlangen-Höchstadt";1052;7;11;0;137262;766,42;234;170,48
"LK Forchheim";841;25;4;0;116203;723,73;156;134,25
"LK Freising";2431;0;49;0;180007;1350,5;350;194,44
"LK Freyung-Grafenau";916;19;19;1;78362;1168,93;302;385,39
"LK Fürstenfeldbruck";3173;0;46;0;219311;1446,8;370;168,71
"LK Fürth";1378;0;71;0;117853;1169,25;200;169,7
"LK Garmisch-Partenkirchen";879;0;21;0;88424;994,07;120;135,71
"LK Günzburg";1489;18;13;0;127027;1172,19;230;181,06
"LK Haßberge";656;6;7;0;84384;777,4;147;174,2
"LK Hof";982;27;35;0;94801;1035,85;164;172,99
"LK Kelheim";1246;9;36;0;123058;1012,53;207;168,21
"LK Kitzingen";743;7;6;0;91155;815,1;81;88,86
"LK Kronach";564;22;5;0;66743;845,03;120;179,79
"LK Kulmbach";642;0;12;0;71566;897,07;35;48,91
"LK Landsberg a.Lech";1231;32;13;0;120302;1023,26;209;173,73
"LK Landshut";1794;21;39;0;159895;1121,99;229;143,22
"LK Lichtenfels";882;7;24;0;66776;1320,83;115;172,22
"LK Lindau";907;1;10;0;81981;1106,35;158;192,73
"LK Main-Spessart";680;26;8;0;126158;539,01;146;115,73
"LK Miesbach";1380;3;11;0;100010;1379,86;108;107,99
"LK Miltenberg";1361;41;22;0;128743;1057,14;247;191,86
"LK Mühldorf a.Inn";1715;15;29;0;115872;1480,08;253;218,34
"LK München";4703;109;99;0;350473;1341,9;638;182,04
"LK Neu-Ulm";1812;0;29;0;175204;1034,22;221;126,14
"LK Neuburg-Schrobenhausen";1079;20;28;0;97303;1108,91;120;123,33
"LK Neumarkt i.d.OPf.";1277;19;37;1;134573;948,93;193;143,42
"LK Neustadt a.d.Aisch-Bad Windsheim";734;4;7;0;101014;726,63;203;200,96
"LK Neustadt a.d.Waldnaab";1533;3;75;0;94450;1623,08;115;121,76
