"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15337;14145;1;635;30118
"'10-19";25755;25130;5;763;51653
"20-29";43450;40305;4;1380;85139
"30-39";37293;35019;8;1268;73588
"40-49";34683;37390;5;1169;73247
"50-59";41356;41739;7;932;84034
"60-69";21628;20147;3;412;42190
"70-79";14124;15102;6;276;29508
"80-89";10671;19161;18;316;30166
"90-99";2005;6878;5;105;8993
"100+";32;146;0;4;182
"Unbekannt";37;30;0;29;96
"Gesamt";246371;255192;62;7289;508914
