"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";530;7;20;0;134655;393,6;26;19,31
"LK Altötting";757;0;57;0;111516;678,83;3;2,69
"LK Amberg-Sulzbach";558;0;54;0;103049;541,49;9;8,73
"LK Ansbach";722;0;28;0;184591;391,13;21;11,38
"LK Aschaffenburg";735;6;42;0;174200;421,93;24;13,78
"LK Augsburg";815;9;11;0;253468;321,54;44;17,36
"LK Bad Kissingen";296;0;18;0;103235;286,72;2;1,94
"LK Bad Tölz-Wolfratshausen";659;6;10;0;127917;515,18;15;11,73
"LK Bamberg";539;7;38;1;147163;366,26;29;19,71
"LK Bayreuth";462;3;28;0;103664;445,67;6;5,79
"LK Berchtesgadener Land";469;12;25;0;105929;442,75;20;18,88
"LK Cham";547;13;21;0;127998;427,35;33;25,78
"LK Coburg";452;2;30;0;86747;521,06;7;8,07
"LK Dachau";1288;9;35;0;154899;831,51;41;26,47
"LK Deggendorf";501;12;19;1;119478;419,32;36;30,13
"LK Dillingen a.d.Donau";388;0;29;0;96562;401,81;3;3,11
"LK Dingolfing-Landau";1009;3;10;0;96683;1043,62;28;28,96
"LK Donau-Ries";520;9;26;0;133783;388,69;18;13,45
"LK Ebersberg";821;14;6;0;143649;571,53;48;33,41
"LK Eichstätt";437;1;20;0;132881;328,87;8;6,02
"LK Erding";883;0;11;0;138182;639,01;14;10,13
"LK Erlangen-Höchstadt";411;7;11;0;137262;299,43;22;16,03
"LK Forchheim";310;3;4;0;116203;266,77;11;9,47
"LK Freising";1369;0;47;0;180007;760,53;32;17,78
"LK Freyung-Grafenau";257;0;12;0;78362;327,97;9;11,49
"LK Fürstenfeldbruck";1441;23;36;0;219311;657,06;97;44,23
"LK Fürth";616;3;58;0;117853;522,69;14;11,88
"LK Garmisch-Partenkirchen";439;0;20;0;88424;496,47;6;6,79
"LK Günzburg";448;7;4;0;127027;352,68;24;18,89
"LK Haßberge";245;2;6;0;84384;290,34;14;16,59
"LK Hof";554;1;32;0;94801;584,38;4;4,22
"LK Kelheim";685;3;35;0;123058;556,65;13;10,56
"LK Kitzingen";303;3;4;0;91155;332,4;5;5,49
"LK Kronach";197;1;3;0;66743;295,16;11;16,48
"LK Kulmbach";322;0;11;0;71566;449,93;4;5,59
"LK Landsberg a.Lech";498;4;10;0;120302;413,96;15;12,47
"LK Landshut";873;3;34;0;159895;545,98;14;8,76
"LK Lichtenfels";394;8;17;0;66776;590,03;19;28,45
"LK Lindau";332;4;8;0;81981;404,97;14;17,08
"LK Main-Spessart";261;6;6;0;126158;206,88;21;16,65
"LK Miesbach";785;4;11;0;100010;784,92;28;28
"LK Miltenberg";468;5;6;0;128743;363,51;27;20,97
"LK Mühldorf a.Inn";674;6;27;0;115872;581,68;17;14,67
"LK München";2198;26;96;0;350473;627,15;83;23,68
"LK Neu-Ulm";872;25;26;0;175204;497,71;60;34,25
"LK Neuburg-Schrobenhausen";444;0;18;0;97303;456,31;8;8,22
"LK Neumarkt i.d.OPf.";589;9;17;0;134573;437,68;28;20,81
"LK Neustadt a.d.Aisch-Bad Windsheim";303;1;6;0;101014;299,96;2;1,98
"LK Neustadt a.d.Waldnaab";939;1;73;0;94450;994,18;29;30,7
"LK Nürnberger Land";802;3;44;0;170792;469,58;11;6,44
"LK Oberallgäu";302;0;7;0;156008;193,58;15;9,61
"LK Ostallgäu";726;1;40;0;141182;514,23;22;15,58
"LK Passau";849;8;31;0;192656;440,68;21;10,9
"LK Pfaffenhofen a.d.Ilm";536;2;21;0;128227;418,01;23;17,94
"LK Regen";269;18;12;0;77410;347,5;24;31
"LK Regensburg";780;6;16;0;194070;401,92;39;20,1
"LK Rhön-Grabfeld";314;6;8;0;79635;394,3;13;16,32
"LK Rosenheim";2696;29;199;0;261330;1031,65;73;27,93
"LK Roth";381;8;7;0;126749;300,59;14;11,05
"LK Rottal-Inn";930;19;51;0;121502;765,42;46;37,86
"LK Schwandorf";615;6;20;0;147872;415,9;17;11,5
"LK Schweinfurt";714;11;25;0;115445;618,48;30;25,99
"LK Starnberg";805;0;13;0;136667;589,02;13;9,51
"LK Straubing-Bogen";639;2;29;0;101120;631,92;7;6,92
"LK Tirschenreuth";1240;6;139;0;72046;1721,12;27;37,48
"LK Traunstein";1495;9;88;0;177319;843,11;46;25,94
"LK Unterallgäu";527;4;17;0;145341;362,6;65;44,72
"LK Weilheim-Schongau";492;7;3;0;135478;363,16;14;10,33
"LK Weißenburg-Gunzenhausen";460;1;25;0;94734;485,57;4;4,22
"LK Wunsiedel i.Fichtelgebirge";785;0;43;0;72655;1080,45;14;19,27
"LK Würzburg";683;7;7;0;162302;420,82;28;17,25
"SK Amberg";147;7;4;0;42207;348,28;17;40,28
"SK Ansbach";199;0;8;0;41798;476,1;3;7,18
"SK Aschaffenburg";202;4;1;0;71002;284,5;12;16,9
"SK Augsburg";1151;10;16;0;296582;388,09;78;26,3
"SK Bamberg";276;5;22;0;77373;356,71;22;28,43
"SK Bayreuth";288;3;11;0;74783;385,11;13;17,38
"SK Coburg";149;0;4;0;41072;362,78;2;4,87
"SK Erlangen";411;5;12;0;112528;365,24;12;10,66
"SK Fürth";632;2;38;0;128497;491,84;17;13,23
"SK Hof";192;1;5;0;45825;418,99;3;6,55
"SK Ingolstadt";847;8;39;0;137392;616,48;49;35,66
"SK Kaufbeuren";209;2;9;0;44398;470,74;10;22,52
"SK Kempten";195;0;10;0;69151;281,99;7;10,12
"SK Landshut";470;1;9;0;73411;640,23;9;12,26
"SK Memmingen";160;0;1;0;44100;362,81;18;40,82
"SK München";12282;169;229;1;1484226;827,5;629;42,38
"SK Nürnberg";2255;37;53;0;518370;435,02;152;29,32
"SK Passau";230;-1;18;0;52803;435,58;4;7,58
"SK Regensburg";967;9;10;0;153094;631,64;40;26,13
"SK Rosenheim";768;12;23;0;63551;1208,48;42;66,09
"SK Schwabach";131;1;2;0;40981;319,66;7;17,08
"SK Schweinfurt";272;3;17;0;53426;509,12;22;41,18
"SK Straubing";505;0;48;0;47791;1056,68;3;6,28
"SK Weiden i.d.OPf.";409;3;20;0;42743;956,88;11;25,74
"SK Würzburg";841;6;52;0;127934;657,37;35;27,36
