"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";7088;6542;0;317;13947
"'10-19";13805;13217;0;400;27422
"20-29";23213;21072;2;712;44999
"30-39";18910;17609;2;670;37191
"40-49";17717;18957;3;603;37280
"50-59";20882;20927;2;426;42237
"60-69";10619;9742;3;189;20553
"70-79";7161;7456;0;112;14729
"80-89";5091;9064;1;77;14233
"90-99";963;3227;0;27;4217
"100+";20;83;0;4;107
"Unbekannt";92;89;0;43;224
"Gesamt";125561;127985;13;3580;257139
