"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5180;3;101;0;134655;3846,87;3;2,23
"LK Altötting";6045;2;210;0;111516;5420,75;3;2,69
"LK Amberg-Sulzbach";4832;0;160;0;103049;4689,03;0;0
"LK Ansbach";8404;2;198;0;184591;4552,77;9;4,88
"LK Aschaffenburg";8014;5;212;0;174200;4600,46;12;6,89
"LK Augsburg";11439;1;227;1;253468;4513;20;7,89
"LK Bad Kissingen";3640;0;104;0;103235;3525,94;0;0
"LK Bad Tölz-Wolfratshausen";5070;0;78;0;127917;3963,51;10;7,82
"LK Bamberg";5612;5;145;0;147163;3813,46;14;9,51
"LK Bayreuth";4931;2;163;2;103664;4756,71;2;1,93
"LK Berchtesgadener Land";6012;0;102;0;105929;5675,5;8;7,55
"LK Cham";7133;0;182;0;127998;5572,74;7;5,47
"LK Coburg";4889;0;161;0;86747;5635,93;3;3,46
"LK Dachau";8240;3;143;0;154899;5319,6;13;8,39
"LK Deggendorf";6988;0;160;0;119478;5848,78;0;0
"LK Dillingen a.d.Donau";3774;0;115;0;96562;3908,37;5;5,18
"LK Dingolfing-Landau";5813;1;98;0;96683;6012,43;4;4,14
"LK Donau-Ries";5991;5;165;1;133783;4478,15;9;6,73
"LK Ebersberg";6364;0;180;0;143649;4430,24;6;4,18
"LK Eichstätt";5068;2;85;1;132881;3813,94;7;5,27
"LK Erding";6970;2;118;0;138182;5044,07;3;2,17
"LK Erlangen-Höchstadt";5413;1;130;0;137262;3943,55;10;7,29
"LK Forchheim";4787;1;113;0;116203;4119,51;3;2,58
"LK Freising";8173;0;130;0;180007;4540,38;17;9,44
"LK Freyung-Grafenau";4913;0;128;0;78362;6269,62;0;0
"LK Fürstenfeldbruck";9721;1;140;0;219311;4432,52;3;1,37
"LK Fürth";5358;2;208;0;117853;4546,34;9;7,64
"LK Garmisch-Partenkirchen";3647;0;87;0;88424;4124,45;5;5,65
"LK Günzburg";6958;3;110;0;127027;5477,58;14;11,02
"LK Haßberge";4070;-1;87;0;84384;4823,19;1;1,19
"LK Hof";6401;0;157;0;94801;6752,04;3;3,16
"LK Kelheim";5936;2;109;0;123058;4823,74;4;3,25
"LK Kitzingen";3289;2;87;0;91155;3608,14;5;5,49
"LK Kronach";4225;1;96;0;66743;6330,25;3;4,49
"LK Kulmbach";4087;0;117;0;71566;5710,81;2;2,79
"LK Landsberg a.Lech";4094;0;71;0;120302;3403,1;1;0,83
"LK Landshut";8015;0;175;0;159895;5012,66;0;0
"LK Lichtenfels";3585;0;84;0;66776;5368,7;21;31,45
"LK Lindau";3448;0;63;0;81981;4205,85;5;6,1
"LK Main-Spessart";4752;1;215;0;126158;3766,71;12;9,51
"LK Miesbach";4585;2;82;0;100010;4584,54;9;9
"LK Miltenberg";5998;2;129;0;128743;4658,89;10;7,77
"LK Mühldorf a.Inn";6969;1;155;0;115872;6014,4;2;1,73
"LK München";15358;-1;294;0;350473;4382,08;13;3,71
"LK Neu-Ulm";7753;2;120;0;175204;4425,13;16;9,13
"LK Neuburg-Schrobenhausen";4173;0;80;0;97303;4288,67;4;4,11
"LK Neumarkt i.d.OPf.";6567;2;140;0;134573;4879,88;5;3,72
"LK Neustadt a.d.Aisch-Bad Windsheim";4385;1;107;0;101014;4340,98;1;0,99
"LK Neustadt a.d.Waldnaab";5256;1;188;0;94450;5564,85;5;5,29
"LK Nürnberger Land";7441;3;182;0;170792;4356,76;8;4,68
"LK Oberallgäu";5969;2;89;0;156008;3826,09;7;4,49
"LK Ostallgäu";7161;1;134;0;141182;5072,18;8;5,67
"LK Passau";12961;-1;370;0;192656;6727,54;3;1,56
"LK Pfaffenhofen a.d.Ilm";5646;2;159;0;128227;4403,13;4;3,12
"LK Regen";5531;0;163;0;77410;7145,07;0;0
"LK Regensburg";8291;2;206;0;194070;4272,17;9;4,64
"LK Rhön-Grabfeld";3546;0;89;0;79635;4452,82;3;3,77
"LK Rosenheim";13928;-1;462;0;261330;5329,66;18;6,89
"LK Roth";5683;1;174;0;126749;4483,66;2;1,58
"LK Rottal-Inn";7549;0;182;0;121502;6213,07;5;4,12
"LK Schwandorf";8370;2;157;0;147872;5660,3;4;2,71
"LK Schweinfurt";5140;1;138;0;115445;4452,34;5;4,33
"LK Starnberg";5101;0;113;0;136667;3732,43;5;3,66
"LK Straubing-Bogen";5367;0;141;0;101120;5307,56;0;0
"LK Tirschenreuth";5314;0;265;0;72046;7375,84;0;0
"LK Traunstein";11071;0;216;0;177319;6243,55;16;9,02
"LK Unterallgäu";7283;0;165;0;145341;5010,97;11;7,57
"LK Weilheim-Schongau";5154;-1;84;0;135478;3804,31;3;2,21
"LK Weißenburg-Gunzenhausen";3921;1;116;0;94734;4138,96;5;5,28
"LK Wunsiedel i.Fichtelgebirge";5024;0;198;0;72655;6914,87;0;0
"LK Würzburg";4450;2;73;0;162302;2741,8;16;9,86
"SK Amberg";1747;0;24;0;42207;4139,12;0;0
"SK Ansbach";1871;0;45;0;41798;4476,29;5;11,96
"SK Aschaffenburg";3486;2;115;0;71002;4909,72;6;8,45
"SK Augsburg";17968;4;404;0;296582;6058,36;35;11,8
"SK Bamberg";3101;1;107;1;77373;4007,86;6;7,75
"SK Bayreuth";3468;0;109;0;74783;4637,42;0;0
"SK Coburg";2403;2;92;0;41072;5850,7;4;9,74
"SK Erlangen";3998;0;95;0;112528;3552,89;7;6,22
"SK Fürth";7730;3;224;0;128497;6015,7;14;10,9
"SK Hof";3961;0;116;0;45825;8643,75;2;4,36
"SK Ingolstadt";6187;1;114;0;137392;4503,17;9;6,55
"SK Kaufbeuren";2386;0;56;0;44398;5374,12;0;0
"SK Kempten";3278;-1;48;0;69151;4740,35;2;2,89
"SK Landshut";4083;-2;110;0;73411;5561,84;3;4,09
"SK Memmingen";2252;0;26;0;44100;5106,58;0;0
