"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2869;0;49;0;134655;2130,63;98;72,78
"LK Altötting";2947;17;105;0;111516;2642,67;101;90,57
"LK Amberg-Sulzbach";2395;42;89;1;103049;2324,14;127;123,24
"LK Ansbach";3452;10;79;3;184591;1870,08;132;71,51
"LK Aschaffenburg";4061;39;86;0;174200;2331,23;276;158,44
"LK Augsburg";6164;0;86;0;253468;2431,87;314;123,88
"LK Bad Kissingen";1629;21;48;0;103235;1577,95;155;150,14
"LK Bad Tölz-Wolfratshausen";2624;19;27;1;127917;2051,33;138;107,88
"LK Bamberg";2634;85;61;0;147163;1789,85;205;139,3
"LK Bayreuth";2050;135;41;2;103664;1977,54;291;280,71
"LK Berchtesgadener Land";2844;31;65;0;105929;2684,82;250;236,01
"LK Cham";2566;2;56;0;127998;2004,72;162;126,56
"LK Coburg";2469;44;87;0;86747;2846,21;298;343,53
"LK Dachau";4705;33;80;0;154899;3037,46;198;127,83
"LK Deggendorf";3011;70;60;1;119478;2520,13;431;360,74
"LK Dillingen a.d.Donau";1972;7;80;0;96562;2042,21;97;100,45
"LK Dingolfing-Landau";2602;27;58;0;96683;2691,27;190;196,52
"LK Donau-Ries";2778;29;68;1;133783;2076,5;231;172,67
"LK Ebersberg";3633;0;64;0;143649;2529,08;214;148,97
"LK Eichstätt";2621;23;49;0;132881;1972,44;214;161,05
"LK Erding";4108;0;40;0;138182;2972,89;220;159,21
"LK Erlangen-Höchstadt";2734;32;71;0;137262;1991,81;244;177,76
"LK Forchheim";2348;32;46;0;116203;2020,6;201;172,97
"LK Freising";4449;18;60;0;180007;2471,57;294;163,33
"LK Freyung-Grafenau";2667;25;63;0;78362;3403,44;248;316,48
"LK Fürstenfeldbruck";5753;22;88;0;219311;2623,22;235;107,15
"LK Fürth";2876;27;109;0;117853;2440,33;168;142,55
"LK Garmisch-Partenkirchen";1886;0;41;0;88424;2132,91;136;153,8
"LK Günzburg";3679;21;68;0;127027;2896,23;134;105,49
"LK Haßberge";1870;5;38;0;84384;2216,06;195;231,09
"LK Hof";2441;45;71;1;94801;2574,87;165;174,05
"LK Kelheim";2401;14;51;0;123058;1951,11;176;143,02
"LK Kitzingen";1445;6;24;1;91155;1585,21;72;78,99
"LK Kronach";1557;25;29;0;66743;2332,83;107;160,32
"LK Kulmbach";1425;12;21;1;71566;1991,17;210;293,44
"LK Landsberg a.Lech";2366;2;30;0;120302;1966,72;51;42,39
"LK Landshut";4045;38;101;1;159895;2529,79;298;186,37
"LK Lichtenfels";1526;4;38;0;66776;2285,25;102;152,75
"LK Lindau";1799;0;36;0;81981;2194,41;85;103,68
"LK Main-Spessart";2601;23;156;1;126158;2061,7;222;175,97
"LK Miesbach";2466;11;23;0;100010;2465,75;125;124,99
"LK Miltenberg";2850;49;54;-1;128743;2213,71;300;233,02
"LK Mühldorf a.Inn";3398;24;78;2;115872;2932,55;180;155,34
"LK München";8770;27;141;0;350473;2502,33;495;141,24
"LK Neu-Ulm";3919;72;65;0;175204;2236,82;156;89,04
"LK Neuburg-Schrobenhausen";2182;0;48;0;97303;2242,48;120;123,33
"LK Neumarkt i.d.OPf.";3139;90;76;0;134573;2332,56;268;199,15
"LK Neustadt a.d.Aisch-Bad Windsheim";1903;8;34;0;101014;1883,9;129;127,71
"LK Neustadt a.d.Waldnaab";2819;16;101;2;94450;2984,65;130;137,64
"LK Nürnberger Land";3805;25;101;3;170792;2227,86;229;134,08
"LK Oberallgäu";2838;0;30;0;156008;1819,14;107;68,59
"LK Ostallgäu";3199;0;65;0;141182;2265,87;109;77,21
"LK Passau";7109;105;115;2;192656;3690;644;334,27
"LK Pfaffenhofen a.d.Ilm";3065;34;104;5;128227;2390,29;188;146,61
"LK Regen";3093;73;86;4;77410;3995,61;236;304,87
"LK Regensburg";3903;20;50;0;194070;2011,13;247;127,27
"LK Rhön-Grabfeld";1509;0;22;0;79635;1894,9;167;209,71
"LK Rosenheim";8739;29;322;0;261330;3344,05;471;180,23
"LK Roth";2879;26;55;0;126749;2271,42;316;249,31
"LK Rottal-Inn";3721;34;89;1;121502;3062,5;242;199,17
"LK Schwandorf";3485;4;65;0;147872;2356,77;135;91,3
"LK Schweinfurt";2742;5;83;2;115445;2375,16;158;136,86
"LK Starnberg";2863;29;24;0;136667;2094,87;170;124,39
"LK Straubing-Bogen";2652;22;79;0;101120;2622,63;216;213,61
"LK Tirschenreuth";2644;26;179;1;72046;3669,88;235;326,18
"LK Traunstein";5805;37;153;1;177319;3273,76;314;177,08
"LK Unterallgäu";2807;23;58;0;145341;1931,32;176;121,09
"LK Weilheim-Schongau";2510;12;26;0;135478;1852,7;151;111,46
"LK Weißenburg-Gunzenhausen";1918;12;45;1;94734;2024,62;139;146,73
"LK Wunsiedel i.Fichtelgebirge";2040;45;66;1;72655;2807,79;231;317,94
"LK Würzburg";2257;4;38;0;162302;1390,62;105;64,69
"SK Amberg";673;11;8;0;42207;1594,52;32;75,82
"SK Ansbach";736;3;15;0;41798;1760,85;23;55,03
"SK Aschaffenburg";1497;7;26;0;71002;2108,39;91;128,17
"SK Augsburg";9684;36;199;4;296582;3265,2;418;140,94
"SK Bamberg";1413;16;42;0;77373;1826,22;50;64,62
"SK Bayreuth";1360;58;31;1;74783;1818,6;162;216,63
"SK Coburg";1145;24;19;0;41072;2787,79;197;479,65
"SK Erlangen";2188;15;52;1;112528;1944,4;105;93,31
"SK Fürth";3632;53;67;0;128497;2826,53;216;168,1
