"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20203;18650;1;786;39640
"'10-19";32678;31513;5;955;65151
"20-29";52792;48248;5;1568;102613
"30-39";45732;42691;8;1442;89873
"40-49";42759;45010;6;1332;89107
"50-59";50271;49264;7;1051;100593
"60-69";25640;23913;3;457;50013
"70-79";15957;17089;6;293;33345
"80-89";11447;20340;18;329;32134
"90-99";2115;7200;5;108;9428
"100+";25;151;0;6;182
"Unbekannt";29;30;0;25;84
"Gesamt";299648;304099;64;8352;612163
