"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1005;35;21;0;134655;746,35;254;188,63
"LK Altötting";983;12;57;0;111516;881,49;147;131,82
"LK Amberg-Sulzbach";671;8;55;0;103049;651,15;58;56,28
"LK Ansbach";1109;0;28;0;184591;600,79;171;92,64
"LK Aschaffenburg";1109;0;42;0;174200;636,62;99;56,83
"LK Augsburg";1615;55;13;0;253468;637,16;321;126,64
"LK Bad Kissingen";428;6;18;0;103235;414,59;62;60,06
"LK Bad Tölz-Wolfratshausen";936;11;10;0;127917;731,72;140;109,45
"LK Bamberg";882;37;38;0;147163;599,34;180;122,31
"LK Bayreuth";666;6;28;0;103664;642,46;105;101,29
"LK Berchtesgadener Land";1318;21;28;0;105929;1244,23;267;252,06
"LK Cham";922;0;21;0;127998;720,32;146;114,06
"LK Coburg";611;9;31;0;86747;704,35;85;97,99
"LK Dachau";1775;1;39;0;154899;1145,91;193;124,6
"LK Deggendorf";802;10;20;0;119478;671,25;107;89,56
"LK Dillingen a.d.Donau";640;18;31;0;96562;662,79;142;147,06
"LK Dingolfing-Landau";1226;16;11;0;96683;1268,06;97;100,33
"LK Donau-Ries";1010;41;27;0;133783;754,95;278;207,8
"LK Ebersberg";1312;105;10;2;143649;913,34;241;167,77
"LK Eichstätt";724;14;21;0;132881;544,85;138;103,85
"LK Erding";1259;82;11;0;138182;911,12;205;148,36
"LK Erlangen-Höchstadt";634;0;11;0;137262;461,89;87;63,38
"LK Forchheim";538;8;4;0;116203;462,98;115;98,96
"LK Freising";1899;93;48;0;180007;1054,96;242;134,44
"LK Freyung-Grafenau";449;20;15;0;78362;572,98;88;112,3
"LK Fürstenfeldbruck";2331;63;38;0;219311;1062,87;299;136,34
"LK Fürth";967;23;61;0;117853;820,51;172;145,94
"LK Garmisch-Partenkirchen";619;20;20;0;88424;700,04;108;122,14
"LK Günzburg";847;80;6;0;127027;666,79;173;136,19
"LK Haßberge";424;0;6;0;84384;502,46;62;73,47
"LK Hof";712;4;33;0;94801;751,05;71;74,89
"LK Kelheim";866;16;36;0;123058;703,73;102;82,89
"LK Kitzingen";568;18;4;0;91155;623,11;119;130,55
"LK Kronach";337;10;3;0;66743;504,92;88;131,85
"LK Kulmbach";561;6;11;0;71566;783,89;142;198,42
"LK Landsberg a.Lech";831;12;10;0;120302;690,76;153;127,18
"LK Landshut";1336;37;34;0;159895;835,55;162;101,32
"LK Lichtenfels";642;8;19;0;66776;961,42;149;223,13
"LK Lindau";587;13;8;0;81981;716,02;138;168,33
"LK Main-Spessart";429;12;6;0;126158;340,05;86;68,17
"LK Miesbach";1111;20;11;0;100010;1110,89;156;155,98
"LK Miltenberg";900;0;12;0;128743;699,07;192;149,13
"LK Mühldorf a.Inn";1199;34;27;0;115872;1034,76;187;161,38
"LK München";3383;119;96;0;350473;965,27;484;138,1
"LK Neu-Ulm";1369;17;26;0;175204;781,37;232;132,42
"LK Neuburg-Schrobenhausen";810;28;18;0;97303;832,45;151;155,19
"LK Neumarkt i.d.OPf.";873;24;18;0;134573;648,72;132;98,09
