"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";6581;6055;0;278;12914
"'10-19";12861;12280;0;363;25504
"20-29";21869;19825;2;654;42350
"30-39";17767;16406;2;607;34782
"40-49";16560;17610;3;552;34725
"50-59";19466;19365;2;376;39209
"60-69";9908;9054;3;176;19141
"70-79";6672;6833;0;94;13599
"80-89";4651;8166;0;66;12883
"90-99";859;2874;0;22;3755
"100+";18;76;0;4;98
"Unbekannt";86;66;0;38;190
"Gesamt";117298;118610;12;3230;239150
