"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12574;11648;1;546;24769
"'10-19";22368;22026;4;683;45081
"20-29";38489;35824;4;1276;75593
"30-39";32623;30810;8;1176;64617
"40-49";30447;33185;4;1092;64728
"50-59";36652;37365;6;856;74879
"60-69";19249;17913;3;391;37556
"70-79";12926;13899;6;258;27089
"80-89";10125;18303;18;303;28749
"90-99";1944;6711;5;103;8763
"100+";31;136;0;4;171
"Unbekannt";29;29;0;25;83
"Gesamt";217457;227849;59;6713;452078
