"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20775;19198;1;805;40779
"'10-19";33464;32182;5;971;66622
"20-29";53744;49044;5;1587;104380
"30-39";46501;43512;9;1443;91465
"40-49";43529;45805;7;1338;90679
"50-59";51138;50010;7;1067;102222
"60-69";26050;24298;3;466;50817
"70-79";16117;17280;6;290;33693
"80-89";11522;20441;18;329;32310
"90-99";2125;7240;5;110;9480
"100+";25;153;0;6;184
"Unbekannt";31;36;0;11;78
"Gesamt";305021;309199;66;8423;622709
