"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9639;8934;2;443;19018
"'10-19";18136;17720;1;546;36403
"20-29";30814;28743;5;1065;60627
"30-39";25675;24545;5;1016;51241
"40-49";23881;26376;6;898;51161
"50-59";28696;29678;5;685;59064
"60-69";15027;14037;7;312;29383
"70-79";10345;11106;8;192;21651
"80-89";7992;14646;22;201;22861
"90-99";1565;5415;6;73;7059
"100+";42;135;0;7;184
"Unbekannt";128;139;0;48;315
"Gesamt";171940;181474;67;5486;358967
