"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4528;144;89;0;134655;3362,67;276;204,97
"LK Altötting";5290;49;200;0;111516;4743,71;261;234,05
"LK Amberg-Sulzbach";4457;34;147;0;103049;4325,13;136;131,98
"LK Ansbach";7231;149;162;1;184591;3917,31;431;233,49
"LK Aschaffenburg";7198;69;195;0;174200;4132,03;204;117,11
"LK Augsburg";9860;108;192;2;253468;3890,04;523;206,34
"LK Bad Kissingen";3065;48;93;0;103235;2968,95;142;137,55
"LK Bad Tölz-Wolfratshausen";4387;27;68;0;127917;3429,57;191;149,32
"LK Bamberg";4663;18;129;0;147163;3168,6;171;116,2
"LK Bayreuth";4562;32;152;1;103664;4400,76;156;150,49
"LK Berchtesgadener Land";5327;21;99;0;105929;5028,84;139;131,22
"LK Cham";6344;40;163;1;127998;4956,33;279;217,97
"LK Coburg";3940;35;146;0;86747;4541,94;167;192,51
"LK Dachau";7474;48;134;0;154899;4825,08;388;250,49
"LK Deggendorf";5988;62;133;0;119478;5011,8;255;213,43
"LK Dillingen a.d.Donau";3129;44;103;0;96562;3240,41;158;163,63
"LK Dingolfing-Landau";4789;59;84;1;96683;4953,3;277;286,5
"LK Donau-Ries";5098;108;150;0;133783;3810,65;342;255,64
"LK Ebersberg";5635;30;172;0;143649;3922,76;143;99,55
"LK Eichstätt";4484;60;77;0;132881;3374,45;211;158,79
"LK Erding";6253;1;105;0;138182;4525,19;216;156,32
"LK Erlangen-Höchstadt";4763;44;119;0;137262;3470,01;183;133,32
"LK Forchheim";4294;28;105;0;116203;3695,26;133;114,45
"LK Freising";7468;30;120;0;180007;4148,73;336;186,66
"LK Freyung-Grafenau";4439;36;115;0;78362;5664,74;194;247,57
"LK Fürstenfeldbruck";8739;66;130;0;219311;3984,75;352;160,5
"LK Fürth";4706;48;196;1;117853;3993,11;180;152,73
"LK Garmisch-Partenkirchen";3220;16;86;1;88424;3641,55;91;102,91
"LK Günzburg";5532;51;100;2;127027;4354,98;338;266,09
"LK Haßberge";3542;85;82;3;84384;4197,48;294;348,41
"LK Hof";5756;42;136;4;94801;6071,67;253;266,87
"LK Kelheim";5020;49;94;0;123058;4079,38;285;231,6
"LK Kitzingen";2826;35;81;0;91155;3100,21;109;119,58
"LK Kronach";3585;39;88;0;66743;5371,35;237;355,09
"LK Kulmbach";3740;19;109;0;71566;5225,95;120;167,68
"LK Landsberg a.Lech";3721;21;64;0;120302;3093,05;132;109,72
"LK Landshut";6848;79;160;0;159895;4282,81;443;277,06
"LK Lichtenfels";3015;37;74;1;66776;4515,1;166;248,59
"LK Lindau";3063;21;62;0;81981;3736,23;120;146,38
"LK Main-Spessart";4200;21;197;3;126158;3329,16;152;120,48
"LK Miesbach";3867;35;70;0;100010;3866,61;143;142,99
"LK Miltenberg";5047;19;120;0;128743;3920,21;155;120,39
"LK Mühldorf a.Inn";6185;66;138;1;115872;5337,79;382;329,67
"LK München";13857;68;283;0;350473;3953,8;556;158,64
"LK Neu-Ulm";6147;74;106;0;175204;3508,48;358;204,33
"LK Neuburg-Schrobenhausen";3675;32;70;0;97303;3776,86;179;183,96
"LK Neumarkt i.d.OPf.";5429;72;118;0;134573;4034,24;268;199,15
"LK Neustadt a.d.Aisch-Bad Windsheim";3704;58;97;0;101014;3666,82;257;254,42
"LK Neustadt a.d.Waldnaab";4993;27;160;0;94450;5286,39;120;127,05
"LK Nürnberger Land";6499;58;164;0;170792;3805,21;259;151,65
"LK Oberallgäu";5278;68;65;0;156008;3383,16;297;190,37
"LK Ostallgäu";6181;54;118;0;141182;4378,04;300;212,49
"LK Passau";12012;84;353;0;192656;6234,95;314;162,98
"LK Pfaffenhofen a.d.Ilm";5060;48;154;0;128227;3946,13;258;201,21
"LK Regen";5162;28;158;2;77410;6668,39;167;215,73
"LK Regensburg";7102;67;175;0;194070;3659,5;401;206,63
"LK Rhön-Grabfeld";3074;25;79;1;79635;3860,11;136;170,78
"LK Rosenheim";12655;64;440;0;261330;4842,54;331;126,66
"LK Roth";5118;27;163;0;126749;4037,9;175;138,07
"LK Rottal-Inn";6427;84;162;0;121502;5289,62;333;274,07
"LK Schwandorf";7588;25;146;1;147872;5131,47;187;126,46
"LK Schweinfurt";4210;58;118;1;115445;3646,76;162;140,33
"LK Starnberg";4682;17;108;0;136667;3425,85;195;142,68
"LK Straubing-Bogen";4737;34;134;0;101120;4684,53;208;205,7
"LK Tirschenreuth";5150;13;258;2;72046;7148,21;54;74,95
"LK Traunstein";9790;65;202;0;177319;5521,12;477;269,01
"LK Unterallgäu";5816;60;128;0;145341;4001,62;308;211,92
"LK Weilheim-Schongau";4342;33;69;1;135478;3204,95;182;134,34
