"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14665;13546;1;619;28831
"'10-19";24837;24312;5;731;49885
"20-29";42092;39075;4;1356;82527
"30-39";36056;33948;8;1251;71263
"40-49";33549;36232;5;1140;70926
"50-59";39993;40543;6;910;81452
"60-69";20967;19549;3;405;40924
"70-79";13810;14777;6;274;28867
"80-89";10535;18940;18;311;29804
"90-99";1995;6831;5;101;8932
"100+";35;142;0;4;181
"Unbekannt";38;30;0;28;96
"Gesamt";238572;247925;61;7130;493688
