"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13275;12236;1;558;26070
"'10-19";23137;22750;4;693;46584
"20-29";39679;36841;4;1300;77824
"30-39";33664;31808;8;1203;66683
"40-49";31422;34129;4;1108;66663
"50-59";37732;38366;6;871;76975
"60-69";19800;18425;3;390;38618
"70-79";13219;14187;6;265;27677
"80-89";10279;18507;18;309;29113
"90-99";1958;6753;5;102;8818
"100+";32;141;0;4;177
"Unbekannt";32;37;0;25;94
"Gesamt";224229;234180;59;6828;465296
