"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";504;2;20;0;133596;377,26;8;5,99
"LK Altötting";755;0;54;0;111210;678,9;5;4,5
"LK Amberg-Sulzbach";549;0;54;0;103109;532,45;8;7,76
"LK Ansbach";701;5;28;0;183949;381,08;16;8,7
"LK Aschaffenburg";710;4;42;0;174208;407,56;16;9,18
"LK Augsburg";745;0;11;0;251534;296,18;15;5,96
"LK Bad Kissingen";294;0;18;0;103218;284,83;4;3,88
"LK Bad Tölz-Wolfratshausen";646;2;10;0;127227;507,75;9;7,07
"LK Bamberg";512;2;37;0;147086;348,1;18;12,24
"LK Bayreuth";455;1;28;0;103656;438,95;4;3,86
"LK Berchtesgadener Land";448;0;25;0;105722;423,75;9;8,51
"LK Cham";513;2;21;0;127882;401,15;5;3,91
"LK Coburg";445;0;30;0;86906;512,05;3;3,45
"LK Dachau";1246;1;34;0;153884;809,7;10;6,5
"LK Deggendorf";465;1;17;0;119326;389,69;6;5,03
"LK Dillingen a.d.Donau";385;4;29;0;96021;400,95;11;11,46
"LK Dingolfing-Landau";981;1;10;0;96217;1019,57;24;24,94
"LK Donau-Ries";502;2;25;1;133496;376,04;25;18,73
"LK Ebersberg";773;1;5;0;142142;543,82;35;24,62
"LK Eichstätt";429;0;20;0;132341;324,16;12;9,07
"LK Erding";868;0;11;0;137660;630,54;12;8,72
"LK Erlangen-Höchstadt";388;2;11;0;136271;284,73;16;11,74
"LK Forchheim";299;1;4;0;116099;257,54;8;6,89
"LK Freising";1337;8;46;0;179116;746,44;39;21,77
"LK Freyung-Grafenau";248;0;12;0;78355;316,51;9;11,49
"LK Fürstenfeldbruck";1334;6;36;0;219320;608,24;56;25,53
"LK Fürth";599;3;58;0;117387;510,28;12;10,22
"LK Garmisch-Partenkirchen";433;1;20;0;88467;489,45;9;10,17
"LK Günzburg";417;1;4;0;125747;331,62;19;15,11
"LK Haßberge";231;1;6;0;84599;273,05;14;16,55
"LK Hof";550;2;32;0;95311;577,06;14;14,69
"LK Kelheim";672;2;35;0;122258;549,66;11;9
"LK Kitzingen";296;3;4;0;90909;325,6;12;13,2
"LK Kronach";186;0;3;0;67135;277,05;1;1,49
"LK Kulmbach";318;1;11;0;71845;442,62;7;9,74
"LK Landsberg a.Lech";483;1;10;0;120071;402,26;7;5,83
"LK Landshut";861;3;33;0;158698;542,54;8;5,04
"LK Lichtenfels";375;2;17;0;66838;561,06;5;7,48
"LK Lindau";318;1;8;0;81669;389,38;6;7,35
"LK Main-Spessart";239;0;6;0;126365;189,13;12;9,5
"LK Miesbach";756;4;11;0;99726;758,08;23;23,06
"LK Miltenberg";441;0;6;0;128756;342,51;12;9,32
