"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21955;20379;2;837;43173
"'10-19";34987;33584;7;984;69562
"20-29";55567;50623;5;1587;107782
"30-39";48134;45067;9;1464;94674
"40-49";45016;47241;6;1330;93593
"50-59";52588;51349;7;1071;105015
"60-69";26685;24904;3;462;52054
"70-79";16416;17584;6;291;34297
"80-89";11646;20707;18;327;32698
"90-99";2144;7322;5;107;9578
"100+";25;152;0;4;181
"Unbekannt";26;27;0;9;62
"Gesamt";315189;318939;68;8473;642669
