"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8963;8327;0;410;17700
"'10-19";16911;16351;0;498;33760
"20-29";28455;26314;2;970;55741
"30-39";23558;22465;3;913;46939
"40-49";22023;24223;3;803;47052
"50-59";26457;27188;3;635;54283
"60-69";13696;12771;3;274;26744
"70-79";9356;10077;1;163;19597
"80-89";7119;12986;4;147;20256
"90-99";1400;4756;1;39;6196
"100+";36;118;0;7;161
"Unbekannt";128;143;0;55;326
"Gesamt";158102;165719;20;4914;328755
