"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";567;540;15;1122
"'10-19";1203;1417;13;2633
"20-29";3211;3359;28;6598
"30-39";2896;2977;18;5891
"40-49";2974;3632;8;6614
"50-59";4078;4549;3;8630
"60-69";2401;2059;7;4467
"70-79";1971;1881;3;3855
"80-89";1445;2271;2;3718
"90-99";227;746;2;975
"100+";0;14;0;14
"Unbekannt";5;3;2;10
"Gesamt";20978;23448;101;44527
