"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";451;412;7;870
"'10-19";996;1174;5;2175
"20-29";2488;2810;40;5338
"30-39";2412;2526;36;4974
"40-49";2576;3105;29;5710
"50-59";3547;3898;29;7474
"60-69";2091;1776;14;3881
"70-79";1652;1534;15;3201
"80-89";1136;1723;3;2862
"90-99";174;563;4;741
"100+";0;8;0;8
"Unbekannt";7;13;0;20
"Gesamt";17530;19542;182;37254
