"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2146;32;38;0;134655;1593,7;234;173,78
"LK Altötting";2233;35;70;0;111516;2002,4;243;217,91
"LK Amberg-Sulzbach";1582;27;70;0;103049;1535,19;176;170,79
"LK Ansbach";2458;49;59;2;184591;1331,59;215;116,47
"LK Aschaffenburg";2595;31;49;0;174200;1489,67;209;119,98
"LK Augsburg";4432;76;35;1;253468;1748,54;563;222,12
"LK Bad Kissingen";887;23;19;0;103235;859,2;107;103,65
"LK Bad Tölz-Wolfratshausen";1937;22;15;0;127917;1514,26;159;124,3
"LK Bamberg";1669;14;53;0;147163;1134,12;112;76,11
"LK Bayreuth";1079;20;32;1;103664;1040,86;107;103,22
"LK Berchtesgadener Land";2101;16;37;1;105929;1983,4;154;145,38
"LK Cham";1824;11;35;0;127998;1425,02;118;92,19
"LK Coburg";1391;23;45;0;86747;1603,51;223;257,07
"LK Dachau";3477;43;66;0;154899;2244,69;323;208,52
"LK Deggendorf";1605;20;28;0;119478;1343,34;176;147,31
"LK Dillingen a.d.Donau";1416;25;48;2;96562;1466,42;146;151,2
"LK Dingolfing-Landau";1876;21;28;0;96683;1940,36;127;131,36
"LK Donau-Ries";1971;16;40;0;133783;1473,28;167;124,83
"LK Ebersberg";2509;38;28;0;143649;1746,62;257;178,91
"LK Eichstätt";1717;19;32;1;132881;1292,13;182;136,96
"LK Erding";2827;77;24;0;138182;2045,85;363;262,7
"LK Erlangen-Höchstadt";1754;48;33;6;137262;1277,85;267;194,52
"LK Forchheim";1343;32;14;2;116203;1155,74;190;163,51
"LK Freising";3223;40;52;0;180007;1790,49;272;151,11
"LK Freyung-Grafenau";1644;43;29;0;78362;2097,96;288;367,53
"LK Fürstenfeldbruck";4206;40;70;5;219311;1917,82;309;140,9
"LK Fürth";2030;56;91;4;117853;1722,48;220;186,67
"LK Garmisch-Partenkirchen";1200;19;23;0;88424;1357,1;135;152,67
"LK Günzburg";2527;64;35;1;127027;1989,34;274;215,7
"LK Haßberge";1213;24;23;0;84384;1437,48;166;196,72
"LK Hof";1474;24;41;0;94801;1554,84;138;145,57
"LK Kelheim";1703;24;39;0;123058;1383,9;129;104,83
"LK Kitzingen";983;13;10;1;91155;1078,38;55;60,34
"LK Kronach";982;19;18;0;66743;1471,32;113;169,31
"LK Kulmbach";827;19;12;0;71566;1155,58;97;135,54
"LK Landsberg a.Lech";1742;48;18;0;120302;1448,02;200;166,25
"LK Landshut";2726;118;70;4;159895;1704,87;385;240,78
"LK Lichtenfels";1114;7;31;0;66776;1668,26;106;158,74
"LK Lindau";1204;14;13;0;81981;1468,63;120;146,38
"LK Main-Spessart";1519;72;42;6;126158;1204,05;335;265,54
"LK Miesbach";1830;19;11;0;100010;1829,82;136;135,99
"LK Miltenberg";1954;25;27;0;128743;1517,75;162;125,83
"LK Mühldorf a.Inn";2411;36;40;2;115872;2080,74;238;205,4
"LK München";6229;87;119;0;350473;1777,31;429;122,41
"LK Neu-Ulm";2811;56;36;0;175204;1604,42;341;194,63
"LK Neuburg-Schrobenhausen";1512;33;41;1;97303;1553,91;182;187,04
"LK Neumarkt i.d.OPf.";1868;93;56;1;134573;1388,09;328;243,73
