"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13098;12106;1;554;25759
"'10-19";22942;22587;4;690;46223
"20-29";39404;36628;4;1299;77335
"30-39";33431;31561;8;1195;66195
"40-49";31203;33918;4;1102;66227
"50-59";37488;38161;6;866;76521
"60-69";19675;18305;3;391;38374
"70-79";13139;14105;6;268;27518
"80-89";10239;18463;18;310;29030
"90-99";1955;6744;5;102;8806
"100+";32;141;0;4;177
"Unbekannt";33;36;0;25;94
"Gesamt";222639;232755;59;6806;462259
