"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4043;28;89;0;134655;3002,49;110;81,69
"LK Altötting";4734;45;194;0;111516;4245,13;170;152,44
"LK Amberg-Sulzbach";4156;49;141;2;103049;4033,03;135;131,01
"LK Ansbach";6296;54;158;1;184591;3410,78;226;122,43
"LK Aschaffenburg";6621;0;193;0;174200;3800,8;125;71,76
"LK Augsburg";8907;68;183;0;253468;3514,05;279;110,07
"LK Bad Kissingen";2779;31;89;1;103235;2691,92;90;87,18
"LK Bad Tölz-Wolfratshausen";3999;51;64;0;127917;3126,25;100;78,18
"LK Bamberg";4272;47;127;0;147163;2902,9;125;84,94
"LK Bayreuth";4190;46;146;0;103664;4041,9;125;120,58
"LK Berchtesgadener Land";4998;24;99;0;105929;4718,25;105;99,12
"LK Cham";5715;117;146;2;127998;4464,91;357;278,91
"LK Coburg";3630;26;143;0;86747;4184,58;83;95,68
"LK Dachau";6829;40;132;0;154899;4408,68;182;117,5
"LK Deggendorf";5356;33;133;1;119478;4482,83;217;181,62
"LK Dillingen a.d.Donau";2855;35;102;0;96562;2956,65;77;79,74
"LK Dingolfing-Landau";4122;61;80;1;96683;4263,42;197;203,76
"LK Donau-Ries";4403;41;144;1;133783;3291,15;155;115,86
"LK Ebersberg";5325;25;170;0;143649;3706,95;116;80,75
"LK Eichstätt";4040;35;72;0;132881;3040,31;169;127,18
"LK Erding";5803;37;104;0;138182;4199,53;160;115,79
"LK Erlangen-Höchstadt";4415;40;118;1;137262;3216,48;150;109,28
"LK Forchheim";4028;45;103;0;116203;3466,35;103;88,64
"LK Freising";6781;106;118;0;180007;3767,08;292;162,22
"LK Freyung-Grafenau";4112;13;113;0;78362;5247,44;96;122,51
"LK Fürstenfeldbruck";8064;63;127;0;219311;3676,97;208;94,84
"LK Fürth";4394;34;188;2;117853;3728,37;120;101,82
"LK Garmisch-Partenkirchen";2994;45;83;0;88424;3385,96;113;127,79
"LK Günzburg";4916;23;96;0;127027;3870,04;114;89,74
"LK Haßberge";2971;51;73;0;84384;3520,81;163;193,16
"LK Hof";5056;68;120;1;94801;5333,28;316;333,33
"LK Kelheim";4378;42;87;0;123058;3557,67;213;173,09
"LK Kitzingen";2572;23;80;0;91155;2821,57;104;114,09
"LK Kronach";3133;39;84;1;66743;4694,13;244;365,58
"LK Kulmbach";3438;43;102;1;71566;4803,96;145;202,61
"LK Landsberg a.Lech";3391;14;62;0;120302;2818,74;85;70,66
"LK Landshut";6071;22;156;1;159895;3796,87;186;116,33
"LK Lichtenfels";2681;20;68;0;66776;4014,92;86;128,79
"LK Lindau";2853;26;60;0;81981;3480,07;133;162,23
"LK Main-Spessart";3886;24;190;1;126158;3080,26;110;87,19
"LK Miesbach";3579;18;63;1;100010;3578,64;85;84,99
"LK Miltenberg";4769;13;117;0;128743;3704,28;88;68,35
"LK Mühldorf a.Inn";5423;51;136;2;115872;4680,16;181;156,21
"LK München";12771;59;279;0;350473;3643,93;279;79,61
"LK Neu-Ulm";5490;63;105;0;175204;3133,49;154;87,9
"LK Neuburg-Schrobenhausen";3306;41;65;0;97303;3397,63;142;145,94
"LK Neumarkt i.d.OPf.";4968;27;114;0;134573;3691,68;150;111,46
"LK Neustadt a.d.Aisch-Bad Windsheim";3237;13;91;1;101014;3204,51;87;86,13
