"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5184;1;101;0;134655;3849,84;5;3,71
"LK Altötting";6060;1;210;0;111516;5434,2;8;7,17
"LK Amberg-Sulzbach";4835;0;160;0;103049;4691,94;3;2,91
"LK Ansbach";8410;0;197;0;184591;4556,02;6;3,25
"LK Aschaffenburg";8027;0;213;0;174200;4607,92;8;4,59
"LK Augsburg";11477;2;229;0;253468;4527,99;33;13,02
"LK Bad Kissingen";3644;0;104;0;103235;3529,81;1;0,97
"LK Bad Tölz-Wolfratshausen";5102;0;79;0;127917;3988,52;31;24,23
"LK Bamberg";5630;0;145;0;147163;3825,69;17;11,55
"LK Bayreuth";4935;0;163;0;103664;4760,57;1;0,96
"LK Berchtesgadener Land";6035;0;102;0;105929;5697,21;13;12,27
"LK Cham";7135;0;182;0;127998;5574,31;2;1,56
"LK Coburg";4889;0;161;0;86747;5635,93;0;0
"LK Dachau";8250;0;143;0;154899;5326,05;4;2,58
"LK Deggendorf";7000;1;160;0;119478;5858,82;8;6,7
"LK Dillingen a.d.Donau";3786;0;115;0;96562;3920,8;10;10,36
"LK Dingolfing-Landau";5817;0;98;0;96683;6016,57;1;1,03
"LK Donau-Ries";6008;0;165;0;133783;4490,85;13;9,72
"LK Ebersberg";6380;1;181;1;143649;4441,38;14;9,75
"LK Eichstätt";5078;0;86;0;132881;3821,46;5;3,76
"LK Erding";6976;2;118;0;138182;5048,41;5;3,62
"LK Erlangen-Höchstadt";5425;0;130;0;137262;3952,3;9;6,56
"LK Forchheim";4794;0;113;0;116203;4125,54;3;2,58
"LK Freising";8213;1;130;0;180007;4562,6;30;16,67
"LK Freyung-Grafenau";4914;0;128;0;78362;6270,9;0;0
"LK Fürstenfeldbruck";9738;1;140;0;219311;4440,27;14;6,38
"LK Fürth";5376;0;209;0;117853;4561,61;10;8,49
"LK Garmisch-Partenkirchen";3651;0;87;0;88424;4128,97;3;3,39
"LK Günzburg";6972;0;110;0;127027;5488,6;8;6,3
"LK Haßberge";4077;0;87;0;84384;4831,48;4;4,74
"LK Hof";6407;1;157;0;94801;6758,37;5;5,27
"LK Kelheim";5940;0;110;0;123058;4826,99;2;1,63
"LK Kitzingen";3296;0;87;0;91155;3615,82;6;6,58
"LK Kronach";4228;0;96;0;66743;6334,75;2;3
"LK Kulmbach";4087;0;117;0;71566;5710,81;0;0
"LK Landsberg a.Lech";4105;0;71;0;120302;3412,25;9;7,48
