"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5182;0;101;0;134655;3848,35;10;7,43
"LK Altötting";6057;1;210;0;111516;5431,51;1;0,9
"LK Amberg-Sulzbach";4832;1;160;0;103049;4689,03;1;0,97
"LK Ansbach";8405;0;196;0;184591;4553,31;13;7,04
"LK Aschaffenburg";7994;2;212;0;174200;4588,98;13;7,46
"LK Augsburg";11408;3;225;0;253468;4500,77;19;7,5
"LK Bad Kissingen";3635;0;104;0;103235;3521,09;1;0,97
"LK Bad Tölz-Wolfratshausen";5056;2;78;0;127917;3952,56;5;3,91
"LK Bamberg";5593;2;140;0;147163;3800,55;24;16,31
"LK Bayreuth";4928;0;161;0;103664;4753,82;2;1,93
"LK Berchtesgadener Land";5998;2;102;0;105929;5662,28;13;12,27
"LK Cham";7121;1;182;0;127998;5563,37;9;7,03
"LK Coburg";4886;0;161;0;86747;5632,47;8;9,22
"LK Dachau";8219;0;143;0;154899;5306,04;7;4,52
"LK Deggendorf";6983;0;157;0;119478;5844,59;12;10,04
"LK Dillingen a.d.Donau";3766;0;115;0;96562;3900,08;3;3,11
"LK Dingolfing-Landau";5806;2;97;0;96683;6005,19;18;18,62
"LK Donau-Ries";5975;0;164;1;133783;4466,19;8;5,98
"LK Ebersberg";6355;0;180;0;143649;4423,98;12;8,35
"LK Eichstätt";5058;2;83;0;132881;3806,41;16;12,04
"LK Erding";6966;1;118;0;138182;5041,18;10;7,24
"LK Erlangen-Höchstadt";5401;0;130;0;137262;3934,81;6;4,37
"LK Forchheim";4779;0;113;0;116203;4112,63;10;8,61
"LK Freising";8140;0;130;0;180007;4522,05;15;8,33
"LK Freyung-Grafenau";4913;0;128;0;78362;6269,62;3;3,83
"LK Fürstenfeldbruck";9713;0;140;0;219311;4428,87;14;6,38
"LK Fürth";5345;2;208;0;117853;4535,31;6;5,09
"LK Garmisch-Partenkirchen";3641;2;87;0;88424;4117,66;16;18,09
"LK Günzburg";6943;5;110;0;127027;5465,77;24;18,89
"LK Haßberge";4069;0;87;0;84384;4822;4;4,74
"LK Hof";6395;0;156;0;94801;6745,71;6;6,33
"LK Kelheim";5933;0;109;0;123058;4821,3;7;5,69
"LK Kitzingen";3281;0;87;0;91155;3599,36;6;6,58
"LK Kronach";4220;3;96;0;66743;6322,76;8;11,99
"LK Kulmbach";4078;0;117;0;71566;5698,24;3;4,19
"LK Landsberg a.Lech";4091;0;71;0;120302;3400,61;7;5,82
"LK Landshut";8046;0;174;0;159895;5032,05;11;6,88
"LK Lichtenfels";3552;6;84;0;66776;5319,28;14;20,97
"LK Lindau";3435;0;63;0;81981;4190;24;29,28
"LK Main-Spessart";4736;4;215;0;126158;3754,02;12;9,51
"LK Miesbach";4569;8;82;0;100010;4568,54;24;24
"LK Miltenberg";5979;1;129;0;128743;4644,14;20;15,53
"LK Mühldorf a.Inn";6960;0;153;0;115872;6006,63;6;5,18
"LK München";15335;5;292;0;350473;4375,52;75;21,4
"LK Neu-Ulm";7720;3;118;0;175204;4406,29;26;14,84
"LK Neuburg-Schrobenhausen";4165;1;80;0;97303;4280,44;4;4,11
"LK Neumarkt i.d.OPf.";6554;0;139;0;134573;4870,22;5;3,72
"LK Neustadt a.d.Aisch-Bad Windsheim";4382;0;107;0;101014;4338,01;6;5,94
"LK Neustadt a.d.Waldnaab";5248;4;188;0;94450;5556,38;16;16,94
"LK Nürnberger Land";7425;2;181;0;170792;4347,39;11;6,44
"LK Oberallgäu";5983;2;87;0;156008;3835,06;21;13,46
"LK Ostallgäu";7149;4;134;0;141182;5063,68;15;10,62
"LK Passau";12956;0;368;0;192656;6724,94;13;6,75
"LK Pfaffenhofen a.d.Ilm";5641;0;159;0;128227;4399,23;2;1,56
"LK Regen";5531;0;163;0;77410;7145,07;1;1,29
"LK Regensburg";8286;3;202;0;194070;4269,59;21;10,82
"LK Rhön-Grabfeld";3541;0;89;0;79635;4446,54;9;11,3
"LK Rosenheim";13904;4;458;0;261330;5320,48;41;15,69
"LK Roth";5678;0;174;0;126749;4479,72;1;0,79
"LK Rottal-Inn";7545;0;180;0;121502;6209,77;8;6,58
"LK Schwandorf";8372;2;157;0;147872;5661,65;7;4,73
"LK Schweinfurt";5125;1;137;0;115445;4439,34;14;12,13
"LK Starnberg";5089;1;113;0;136667;3723,65;9;6,59
"LK Straubing-Bogen";5367;0;141;0;101120;5307,56;3;2,97
"LK Tirschenreuth";5320;0;265;0;72046;7384,17;1;1,39
"LK Traunstein";11041;0;216;0;177319;6226,63;26;14,66
"LK Unterallgäu";7228;6;161;0;145341;4973,13;19;13,07
"LK Weilheim-Schongau";5149;0;84;0;135478;3800,62;8;5,91
"LK Weißenburg-Gunzenhausen";3920;0;116;0;94734;4137,9;6;6,33
"LK Wunsiedel i.Fichtelgebirge";5023;1;197;0;72655;6913,5;1;1,38
"LK Würzburg";4421;2;73;0;162302;2723,93;20;12,32
"SK Amberg";1747;1;24;0;42207;4139,12;6;14,22
"SK Ansbach";1862;0;45;0;41798;4454,76;6;14,35
"SK Aschaffenburg";3475;4;115;0;71002;4894,23;13;18,31
"SK Augsburg";17910;3;404;0;296582;6038,8;51;17,2
"SK Bamberg";3089;2;106;0;77373;3992,35;21;27,14
"SK Bayreuth";3467;0;109;0;74783;4636,08;1;1,34
"SK Coburg";2399;0;92;0;41072;5840,96;4;9,74
"SK Erlangen";3990;2;93;0;112528;3545,78;7;6,22
"SK Fürth";7701;0;223;0;128497;5993,14;22;17,12
"SK Hof";3958;0;116;0;45825;8637,21;1;2,18
"SK Ingolstadt";6170;8;113;0;137392;4490,8;19;13,83
"SK Kaufbeuren";2387;1;56;0;44398;5376,37;6;13,51
"SK Kempten";3288;0;48;0;69151;4754,81;7;10,12
"SK Landshut";4085;5;109;0;73411;5564,56;17;23,16
"SK Memmingen";2256;0;25;0;44100;5115,65;6;13,61
"SK München";73332;20;1254;0;1484226;4940,76;189;12,73
"SK Nürnberg";34557;10;951;0;518370;6666,47;110;21,22
"SK Passau";3396;-1;112;0;52803;6431,45;4;7,58
"SK Regensburg";6987;3;87;0;153094;4563,86;13;8,49
"SK Rosenheim";3933;1;64;0;63551;6188,73;3;4,72
"SK Schwabach";2145;0;104;0;40981;5234,13;1;2,44
"SK Schweinfurt";3147;1;90;0;53426;5890,39;22;41,18
"SK Straubing";2379;0;87;0;47791;4977,92;0;0
"SK Weiden i.d.OPf.";2694;0;98;0;42743;6302,79;1;2,34
"SK Würzburg";4517;1;124;0;127934;3530,73;17;13,29
