"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15260;14063;1;634;29958
"'10-19";25635;24999;5;760;51399
"20-29";43259;40140;4;1377;84780
"30-39";37132;34876;8;1261;73277
"40-49";34541;37246;5;1161;72953
"50-59";41175;41578;7;926;83686
"60-69";21541;20066;3;411;42021
"70-79";14078;15057;6;275;29416
"80-89";10654;19132;18;316;30120
"90-99";2006;6873;5;105;8989
"100+";32;146;0;4;182
"Unbekannt";37;30;0;29;96
"Gesamt";245350;254206;62;7259;506877
