"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13505;12485;1;570;26561
"'10-19";23430;23040;4;701;47175
"20-29";40117;37275;4;1326;78722
"30-39";34093;32183;8;1211;67495
"40-49";31764;34459;5;1122;67350
"50-59";38162;38769;6;888;77825
"60-69";20002;18604;3;395;39004
"70-79";13334;14286;6;267;27893
"80-89";10315;18567;18;306;29206
"90-99";1966;6764;5;102;8837
"100+";32;141;0;4;177
"Unbekannt";30;29;0;25;84
"Gesamt";226750;236602;60;6917;470329
