"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10722;9955;1;493;21171
"'10-19";19971;19646;3;601;40221
"20-29";34354;32097;5;1186;67642
"30-39";28790;27532;9;1106;57437
"40-49";26880;29665;4;1014;57563
"50-59";32356;33509;6;769;66640
"60-69";17109;15965;4;367;33445
"70-79";11730;12636;6;248;24620
"80-89";9339;17079;18;273;26709
"90-99";1821;6369;5;99;8294
"100+";44;155;0;7;206
"Unbekannt";120;125;0;48;293
"Gesamt";193236;204733;61;6211;404241
