"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22361;20719;1;741;43822
"'10-19";35478;34089;5;926;70498
"20-29";56062;51123;4;1496;108685
"30-39";48547;45465;5;1388;95405
"40-49";45364;47629;4;1258;94255
"50-59";52903;51653;6;999;105561
"60-69";26836;25030;2;433;52301
"70-79";16464;17654;2;264;34384
"80-89";11679;20782;12;293;32766
"90-99";2150;7346;2;86;9584
"100+";24;153;0;4;181
"Unbekannt";23;22;0;6;51
"Gesamt";317891;321665;43;7894;647493
