"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";6467;5959;0;275;12701
"'10-19";12684;12081;0;357;25122
"20-29";21593;19535;2;634;41764
"30-39";17503;16121;2;594;34220
"40-49";16312;17315;3;535;34165
"50-59";19157;19036;2;369;38564
"60-69";9740;8891;3;169;18803
"70-79";6568;6698;0;89;13355
"80-89";4548;7948;0;57;12553
"90-99";837;2777;0;18;3632
"100+";17;76;0;4;97
"Unbekannt";83;69;0;40;192
"Gesamt";115509;116506;12;3141;235168
