"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21124;19546;2;809;41481
"'10-19";33923;32556;7;975;67461
"20-29";54248;49532;5;1592;105377
"30-39";47024;43965;9;1453;92451
"40-49";43985;46211;7;1342;91545
"50-59";51653;50429;7;1072;103161
"60-69";26252;24499;3;468;51222
"70-79";16222;17380;6;293;33901
"80-89";11571;20522;18;330;32441
"90-99";2127;7255;5;110;9497
"100+";25;154;0;5;184
"Unbekannt";33;33;0;10;76
"Gesamt";308187;312082;69;8459;NA
