"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";895;825;17;1737
"'10-19";1739;1794;7;3540
"20-29";4473;4247;26;8746
"30-39";3719;3618;20;7357
"40-49";3592;4318;19;7929
"50-59";4619;5136;14;9769
"60-69";2670;2307;2;4979
"70-79";2139;2038;1;4178
"80-89";1557;2507;1;4065
"90-99";252;822;0;1074
"100+";0;17;0;17
"Unbekannt";5;5;17;27
"Gesamt";25660;27634;124;53418
