"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";5092;4709;0;205;10006
"'10-19";10338;9799;0;273;20410
"20-29";18444;16615;1;495;35555
"30-39";14709;13337;1;460;28507
"40-49";13583;14377;3;407;28370
"50-59";16065;15769;2;287;32123
"60-69";8076;7355;3;133;15567
"70-79";5450;5479;0;69;10998
"80-89";3603;6089;0;41;9733
"90-99";608;2037;0;13;2658
"100+";14;54;0;1;69
"Unbekannt";64;51;0;228;343
"Gesamt";96046;95671;10;2612;194339
