"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";655;613;2;1270
"'10-19";1317;1501;2;2820
"20-29";3628;3605;12;7245
"30-39";3186;3172;8;6366
"40-49";3145;3844;4;6993
"50-59";4283;4835;1;9119
"60-69";2529;2185;0;4714
"70-79";2063;1972;1;4036
"80-89";1515;2449;1;3965
"90-99";246;811;1;1058
"100+";3;14;1;18
"Unbekannt";6;3;0;9
"Gesamt";22576;25004;33;47613
