"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13866;12817;1;579;27263
"'10-19";23859;23431;4;715;48009
"20-29";40740;37854;4;1330;79928
"30-39";34722;32755;8;1227;68712
"40-49";32346;35008;5;1124;68483
"50-59";38761;39342;6;903;79012
"60-69";20310;18867;3;397;39577
"70-79";13506;14448;6;269;28229
"80-89";10384;18691;18;308;29401
"90-99";1975;6791;5;102;8873
"100+";33;141;0;4;178
"Unbekannt";30;32;0;26;88
"Gesamt";230532;240177;60;6984;477753
