"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1219;38;21;0;134655;905,28;214;158,92
"LK Altötting";1243;12;57;0;111516;1114,64;262;234,94
"LK Amberg-Sulzbach";829;18;55;0;103049;804,47;159;154,3
"LK Ansbach";1452;52;31;2;184591;786,6;281;152,23
"LK Aschaffenburg";1449;60;45;0;174200;831,8;195;111,94
"LK Augsburg";2322;105;18;0;253468;916,09;575;226,85
"LK Bad Kissingen";494;10;18;0;103235;478,52;66;63,93
"LK Bad Tölz-Wolfratshausen";1159;26;13;1;127917;906,06;217;169,64
"LK Bamberg";1110;32;41;1;147163;754,27;225;152,89
"LK Bayreuth";736;2;28;0;103664;709,99;70;67,53
"LK Berchtesgadener Land";1485;17;28;0;105929;1401,88;167;157,65
"LK Cham";1176;33;22;1;127998;918,76;215;167,97
"LK Coburg";740;18;31;0;86747;853,06;129;148,71
"LK Dachau";2211;41;40;0;154899;1427,38;343;221,43
"LK Deggendorf";1003;9;21;1;119478;839,49;200;167,39
"LK Dillingen a.d.Donau";807;10;31;0;96562;835,73;168;173,98
"LK Dingolfing-Landau";1359;29;11;0;96683;1405,62;133;137,56
"LK Donau-Ries";1240;17;29;1;133783;926,87;233;174,16
"LK Ebersberg";1530;14;12;0;143649;1065,1;220;153,15
"LK Eichstätt";916;29;23;2;132881;689,34;192;144,49
"LK Erding";1569;79;12;0;138182;1135,46;309;223,62
"LK Erlangen-Höchstadt";841;24;11;0;137262;612,7;181;131,86
"LK Forchheim";694;10;4;0;116203;597,23;145;124,78
"LK Freising";2253;171;49;0;180007;1251,62;357;198,33
"LK Freyung-Grafenau";656;50;16;0;78362;837,14;196;250,12
"LK Fürstenfeldbruck";2725;0;38;0;219311;1242,53;306;139,53
"LK Fürth";1209;24;66;0;117853;1025,85;202;171,4
"LK Garmisch-Partenkirchen";766;7;21;1;88424;866,28;122;137,97
"LK Günzburg";1231;60;10;1;127027;969,09;197;155,09
"LK Haßberge";514;4;6;0;84384;609,12;87;103,1
"LK Hof";822;4;34;0;94801;867,08;97;102,32
"LK Kelheim";1092;53;36;0;123058;887,39;226;183,65
"LK Kitzingen";666;5;6;2;91155;730,62;96;105,32
"LK Kronach";455;10;3;0;66743;681,72;118;176,8
"LK Kulmbach";611;4;11;0;71566;853,76;52;72,66
"LK Landsberg a.Lech";1062;48;12;0;120302;882,78;228;189,52
"LK Landshut";1592;21;36;1;159895;995,65;263;164,48
"LK Lichtenfels";775;10;22;0;66776;1160,6;134;200,67
"LK Lindau";772;25;9;0;81981;941,68;179;218,34
"LK Main-Spessart";550;19;7;1;126158;435,96;107;84,81
"LK Miesbach";1280;8;11;0;100010;1279,87;170;169,98
"LK Miltenberg";1136;80;18;4;128743;882,38;219;170,11
"LK Mühldorf a.Inn";1491;30;27;0;115872;1286,76;294;253,73
"LK München";4091;67;97;0;350473;1167,28;610;174,05
"LK Neu-Ulm";1591;0;28;0;175204;908,08;219;125
"LK Neuburg-Schrobenhausen";975;48;22;0;97303;1002,02;162;166,49
"LK Neumarkt i.d.OPf.";1108;24;27;1;134573;823,34;204;151,59
"LK Neustadt a.d.Aisch-Bad Windsheim";538;9;6;0;101014;532,6;100;99
"LK Neustadt a.d.Waldnaab";1432;16;75;0;94450;1516,15;115;121,76
"LK Nürnberger Land";1376;26;46;0;170792;805,66;215;125,88
"LK Oberallgäu";990;0;10;0;156008;634,58;201;128,84
"LK Ostallgäu";1509;24;41;0;141182;1068,83;222;157,24
"LK Passau";2075;23;33;0;192656;1077,05;370;192,05
"LK Pfaffenhofen a.d.Ilm";1121;48;25;0;128227;874,23;175;136,48
"LK Regen";647;17;13;1;77410;835,81;138;178,27
"LK Regensburg";1511;21;18;0;194070;778,59;345;177,77
"LK Rhön-Grabfeld";544;23;9;0;79635;683,12;98;123,06
"LK Rosenheim";4633;55;209;1;261330;1772,85;790;302,3
"LK Roth";817;27;9;0;126749;644,58;155;122,29
"LK Rottal-Inn";2033;15;59;1;121502;1673,22;240;197,53
"LK Schwandorf";1158;46;21;0;147872;783,11;278;188
"LK Schweinfurt";1495;4;33;1;115445;1294,99;204;176,71
"LK Starnberg";1380;12;13;0;136667;1009,75;196;143,41
"LK Straubing-Bogen";1030;16;29;0;101120;1018,59;188;185,92
"LK Tirschenreuth";1549;5;142;0;72046;2150,02;135;187,38
"LK Traunstein";2744;81;94;0;177319;1547,49;670;377,85
"LK Unterallgäu";1229;13;29;0;145341;845,6;221;152,06
"LK Weilheim-Schongau";1218;26;10;1;135478;899,04;261;192,65
"LK Weißenburg-Gunzenhausen";775;12;28;0;94734;818,08;126;133
"LK Wunsiedel i.Fichtelgebirge";1020;7;47;0;72655;1403,9;82;112,86
"LK Würzburg";1304;9;13;4;162302;803,44;199;122,61
"SK Amberg";259;12;4;0;42207;613,64;52;123,2
"SK Ansbach";382;10;8;0;41798;913,92;58;138,76
"SK Aschaffenburg";463;22;2;0;71002;652,09;69;97,18
"SK Augsburg";4099;84;33;0;296582;1382,08;948;319,64
"SK Bamberg";568;9;23;1;77373;734,11;91;117,61
"SK Bayreuth";566;2;12;0;74783;756,86;70;93,6
"SK Coburg";263;2;4;0;41072;640,34;43;104,69
"SK Erlangen";842;22;12;0;112528;748,26;165;146,63
"SK Fürth";1328;39;39;0;128497;1033,49;303;235,8
"SK Hof";326;6;5;0;45825;711,4;58;126,57
"SK Ingolstadt";1541;75;42;1;137392;1121,61;206;149,94
"SK Kaufbeuren";475;10;12;0;44398;1069,87;78;175,68
"SK Kempten";481;0;10;0;69151;695,58;94;135,93
"SK Landshut";747;16;10;0;73411;1017,56;108;147,12
"SK Memmingen";407;2;2;0;44100;922,9;70;158,73
"SK München";21001;388;260;5;1484226;1414,95;3080;207,52
"SK Nürnberg";4882;210;59;0;518370;941,8;886;170,92
"SK Passau";545;5;20;1;52803;1032,14;123;232,94
"SK Regensburg";1701;17;10;0;153094;1111,08;332;216,86
"SK Rosenheim";1294;4;23;0;63551;2036,16;190;298,97
"SK Schwabach";310;15;2;0;40981;756,45;65;158,61
"SK Schweinfurt";669;5;21;0;53426;1252,2;113;211,51
"SK Straubing";710;7;49;0;47791;1485,64;79;165,3
"SK Weiden i.d.OPf.";696;8;20;0;42743;1628,34;97;226,94
"SK Würzburg";1393;9;53;1;127934;1088,84;169;132,1
