"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12983;12012;1;552;25548
"'10-19";22824;22475;4;690;45993
"20-29";39171;36434;4;1296;76905
"30-39";33246;31389;8;1192;65835
"40-49";31006;33755;4;1099;65864
"50-59";37273;37981;6;865;76125
"60-69";19572;18220;3;391;38186
"70-79";13096;14061;6;267;27430
"80-89";10209;18429;18;309;28965
"90-99";1953;6734;5;102;8794
"100+";32;141;0;4;177
"Unbekannt";34;38;0;26;98
"Gesamt";221399;231669;59;6793;459920
