"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";420;381;6;807
"'10-19";931;1093;4;2028
"20-29";2317;2618;35;4970
"30-39";2275;2367;32;4674
"40-49";2451;2889;25;5365
"50-59";3315;3629;25;6969
"60-69";1967;1660;12;3639
"70-79";1554;1411;11;2976
"80-89";1028;1541;1;2570
"90-99";148;484;4;636
"100+";1;9;0;10
"Unbekannt";7;12;0;19
"Gesamt";16414;18094;155;NA
