"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10843;10068;1;500;21412
"'10-19";20141;19826;3;612;40582
"20-29";34638;32390;5;1189;68222
"30-39";29103;27780;9;1106;57998
"40-49";27138;29994;4;1023;58159
"50-59";32692;33895;6;776;67369
"60-69";17262;16142;4;370;33778
"70-79";11826;12754;6;249;24835
"80-89";9425;17206;18;286;26935
"90-99";1834;6416;5;102;8357
"100+";44;154;0;7;205
"Unbekannt";122;126;0;49;297
"Gesamt";195068;206751;61;6269;408149
