"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1732;1601;45;3378
"'10-19";3826;3600;61;7487
"20-29";7775;7139;116;15030
"30-39";5924;5500;69;11493
"40-49";5418;6115;62;11595
"50-59";6426;6593;42;13061
"60-69";3385;2970;17;6372
"70-79";2524;2420;12;4956
"80-89";1732;2784;6;4522
"90-99";277;905;0;1182
"100+";2;17;0;19
"Unbekannt";17;24;6;47
"Gesamt";39038;39668;436;79142
