"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5179;1;101;0;134655;3846,13;4;2,97
"LK Altötting";6041;0;210;0;111516;5417,16;6;5,38
"LK Amberg-Sulzbach";4832;0;160;0;103049;4689,03;0;0
"LK Ansbach";8402;0;197;0;184591;4551,68;12;6,5
"LK Aschaffenburg";8006;0;212;0;174200;4595,87;12;6,89
"LK Augsburg";11429;2;226;0;253468;4509,05;26;10,26
"LK Bad Kissingen";3640;0;104;0;103235;3525,94;5;4,84
"LK Bad Tölz-Wolfratshausen";5065;0;78;0;127917;3959,6;10;7,82
"LK Bamberg";5600;0;141;0;147163;3805,3;9;6,12
"LK Bayreuth";4929;0;161;0;103664;4754,78;1;0,96
"LK Berchtesgadener Land";6009;2;102;0;105929;5672,67;9;8,5
"LK Cham";7130;2;182;0;127998;5570,4;11;8,59
"LK Coburg";4888;0;161;0;86747;5634,78;2;2,31
"LK Dachau";8232;2;143;0;154899;5314,43;15;9,68
"LK Deggendorf";6988;0;160;0;119478;5848,78;4;3,35
"LK Dillingen a.d.Donau";3772;1;115;0;96562;3906,3;6;6,21
"LK Dingolfing-Landau";5811;0;98;0;96683;6010,36;5;5,17
"LK Donau-Ries";5984;2;164;0;133783;4472,92;11;8,22
"LK Ebersberg";6362;1;180;0;143649;4428,85;7;4,87
"LK Eichstätt";5066;2;84;0;132881;3812,43;8;6,02
"LK Erding";6967;0;118;0;138182;5041,9;1;0,72
"LK Erlangen-Höchstadt";5409;4;130;0;137262;3940,64;8;5,83
"LK Forchheim";4785;0;113;0;116203;4117,79;5;4,3
"LK Freising";8164;0;130;0;180007;4535,38;16;8,89
"LK Freyung-Grafenau";4913;0;128;0;78362;6269,62;0;0
"LK Fürstenfeldbruck";9719;0;140;0;219311;4431,61;8;3,65
"LK Fürth";5354;2;208;0;117853;4542,95;9;7,64
"LK Garmisch-Partenkirchen";3644;0;87;0;88424;4121,05;3;3,39
"LK Günzburg";6952;1;110;0;127027;5472,85;18;14,17
"LK Haßberge";4070;1;87;0;84384;4823,19;1;1,19
"LK Hof";6398;0;157;0;94801;6748,87;3;3,16
"LK Kelheim";5933;1;109;0;123058;4821,3;1;0,81
"LK Kitzingen";3287;1;87;0;91155;3605,95;6;6,58
"LK Kronach";4224;1;96;0;66743;6328,75;4;5,99
"LK Kulmbach";4086;1;117;0;71566;5709,42;8;11,18
"LK Landsberg a.Lech";4094;0;71;0;120302;3403,1;2;1,66
"LK Landshut";8017;0;175;0;159895;5013,92;4;2,5
"LK Lichtenfels";3584;13;84;0;66776;5367,2;31;46,42
"LK Lindau";3446;1;63;0;81981;4203,41;8;9,76
"LK Main-Spessart";4748;0;215;0;126158;3763,53;12;9,51
"LK Miesbach";4579;0;82;0;100010;4578,54;11;11
"LK Miltenberg";5996;3;129;0;128743;4657,34;17;13,2
"LK Mühldorf a.Inn";6968;1;155;0;115872;6013,53;9;7,77
"LK München";15350;2;294;0;350473;4379,8;17;4,85
"LK Neu-Ulm";7746;1;120;0;175204;4421,13;26;14,84
"LK Neuburg-Schrobenhausen";4169;0;80;0;97303;4284,55;4;4,11
"LK Neumarkt i.d.OPf.";6562;0;140;0;134573;4876,16;5;3,72
"LK Neustadt a.d.Aisch-Bad Windsheim";4384;0;107;0;101014;4339,99;1;0,99
"LK Neustadt a.d.Waldnaab";5255;1;188;0;94450;5563,79;6;6,35
"LK Nürnberger Land";7434;0;182;0;170792;4352,66;9;5,27
"LK Oberallgäu";5983;0;89;0;156008;3835,06;2;1,28
"LK Ostallgäu";7160;4;134;0;141182;5071,47;11;7,79
"LK Passau";12961;1;369;0;192656;6727,54;4;2,08
"LK Pfaffenhofen a.d.Ilm";5642;0;159;0;128227;4400,01;2;1,56
"LK Regen";5529;0;163;0;77410;7142,49;0;0
"LK Regensburg";8289;2;206;0;194070;4271,14;12;6,18
"LK Rhön-Grabfeld";3545;0;89;0;79635;4451,56;4;5,02
"LK Rosenheim";13918;3;461;0;261330;5325,83;14;5,36
"LK Roth";5682;0;174;0;126749;4482,88;2;1,58
"LK Rottal-Inn";7549;1;182;0;121502;6213,07;6;4,94
"LK Schwandorf";8374;0;157;0;147872;5663,01;4;2,71
"LK Schweinfurt";5137;4;137;0;115445;4449,74;10;8,66
"LK Starnberg";5096;0;113;0;136667;3728,77;7;5,12
"LK Straubing-Bogen";5367;0;141;0;101120;5307,56;0;0
"LK Tirschenreuth";5314;0;265;0;72046;7375,84;1;1,39
"LK Traunstein";11063;1;216;0;177319;6239,04;24;13,53
"LK Unterallgäu";7278;2;164;0;145341;5007,53;9;6,19
"LK Weilheim-Schongau";5155;0;84;0;135478;3805,05;13;9,6
"LK Weißenburg-Gunzenhausen";3921;0;116;0;94734;4138,96;5;5,28
"LK Wunsiedel i.Fichtelgebirge";5024;0;197;0;72655;6914,87;1;1,38
"LK Würzburg";4441;2;73;0;162302;2736,26;22;13,55
