"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1456;1344;39;2839
"'10-19";3013;2919;45;5977
"20-29";6485;5989;82;12556
"30-39";4940;4735;59;9734
"40-49";4574;5325;48;9947
"50-59";5470;5828;21;11319
"60-69";2963;2595;11;5569
"70-79";2302;2188;5;4495
"80-89";1621;2606;4;4231
"90-99";262;855;0;1117
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";33094;34408;316;67818
