"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2698;18;49;0;134655;2003,64;138;102,48
"LK Altötting";2860;14;97;0;111516;2564,65;118;105,81
"LK Amberg-Sulzbach";2284;12;84;0;103049;2216,42;155;150,41
"LK Ansbach";3345;8;72;0;184591;1812,11;181;98,05
"LK Aschaffenburg";3788;39;84;4;174200;2174,51;324;185,99
"LK Augsburg";5852;0;78;0;253468;2308,77;368;145,19
"LK Bad Kissingen";1500;6;35;1;103235;1453;189;183,08
"LK Bad Tölz-Wolfratshausen";2485;0;20;0;127917;1942,67;106;82,87
"LK Bamberg";2442;11;60;0;147163;1659,38;240;163,08
"LK Bayreuth";1771;17;38;0;103664;1708,4;240;231,52
"LK Berchtesgadener Land";2597;9;61;0;105929;2451,64;116;109,51
"LK Cham";2418;0;50;0;127998;1889,09;158;123,44
"LK Coburg";2217;11;78;2;86747;2555,71;240;276,67
"LK Dachau";4533;13;80;0;154899;2926,42;247;159,46
"LK Deggendorf";2624;25;53;0;119478;2196,22;248;207,57
"LK Dillingen a.d.Donau";1886;7;76;2;96562;1953,15;111;114,95
"LK Dingolfing-Landau";2434;9;50;0;96683;2517,51;140;144,8
"LK Donau-Ries";2578;23;56;1;133783;1927;173;129,31
"LK Ebersberg";3440;5;60;0;143649;2394,73;207;144,1
"LK Eichstätt";2423;14;45;0;132881;1823,44;202;152,02
"LK Erding";3972;0;29;0;138182;2874,47;245;177,3
"LK Erlangen-Höchstadt";2513;15;64;1;137262;1830,81;189;137,69
"LK Forchheim";2182;26;42;1;116203;1877,75;251;216
"LK Freising";4236;51;57;0;180007;2353,24;305;169,44
"LK Freyung-Grafenau";2482;26;56;1;78362;3167,35;224;285,85
"LK Fürstenfeldbruck";5533;25;87;0;219311;2522,9;315;143,63
"LK Fürth";2741;11;109;1;117853;2325,78;193;163,76
"LK Garmisch-Partenkirchen";1758;5;41;0;88424;1988,15;148;167,38
"LK Günzburg";3549;2;62;0;127027;2793,89;233;183,43
"LK Haßberge";1695;5;37;0;84384;2008,67;146;173,02
"LK Hof";2292;8;66;2;94801;2417,7;224;236,28
"LK Kelheim";2204;8;41;0;123058;1791,03;86;69,89
"LK Kitzingen";1382;1;17;0;91155;1516,1;91;99,83
"LK Kronach";1458;3;27;0;66743;2184,5;133;199,27
"LK Kulmbach";1226;7;18;2;71566;1713,1;154;215,19
"LK Landsberg a.Lech";2316;0;26;0;120302;1925,16;146;121,36
"LK Landshut";3786;35;99;1;159895;2367,8;380;237,66
"LK Lichtenfels";1427;3;37;0;66776;2137;68;101,83
"LK Lindau";1719;3;35;0;81981;2096,83;115;140,28
"LK Main-Spessart";2438;30;138;2;126158;1932,5;257;203,71
"LK Miesbach";2354;9;22;0;100010;2353,76;207;206,98
"LK Miltenberg";2650;69;46;0;128743;2058,36;255;198,07
"LK Mühldorf a.Inn";3237;3;71;0;115872;2793,6;171;147,58
"LK München";8351;34;136;0;350473;2382,78;543;154,93
"LK Neu-Ulm";3782;9;52;0;175204;2158,63;183;104,45
"LK Neuburg-Schrobenhausen";2078;10;48;2;97303;2135,6;147;151,07
"LK Neumarkt i.d.OPf.";2905;16;67;0;134573;2158,68;219;162,74
"LK Neustadt a.d.Aisch-Bad Windsheim";1775;0;32;0;101014;1757,18;116;114,84
"LK Neustadt a.d.Waldnaab";2708;11;96;4;94450;2867,13;193;204,34
"LK Nürnberger Land";3588;29;85;0;170792;2100,8;248;145,21
"LK Oberallgäu";2750;12;29;0;156008;1762,73;231;148,07
"LK Ostallgäu";3098;3;62;0;141182;2194,33;186;131,74
"LK Passau";6551;57;94;2;192656;3400,36;625;324,41
"LK Pfaffenhofen a.d.Ilm";2880;5;78;1;128227;2246,02;197;153,63
"LK Regen";2871;12;77;1;77410;3708,82;248;320,37
"LK Regensburg";3747;7;45;0;194070;1930,75;259;133,46
"LK Rhön-Grabfeld";1356;0;20;0;79635;1702,77;143;179,57
"LK Rosenheim";8330;36;309;1;261330;3187,54;428;163,78
"LK Roth";2614;32;41;2;126749;2062,34;253;199,61
"LK Rottal-Inn";3515;15;84;0;121502;2892,96;180;148,15
"LK Schwandorf";3341;14;60;1;147872;2259,39;180;121,73
"LK Schweinfurt";2594;4;73;0;115445;2246,96;120;103,95
"LK Starnberg";2707;29;24;0;136667;1980,73;182;133,17
"LK Straubing-Bogen";2455;6;74;0;101120;2427,81;183;180,97
"LK Tirschenreuth";2446;31;175;0;72046;3395,05;188;260,94
"LK Traunstein";5541;34;148;0;177319;3124,88;280;157,91
"LK Unterallgäu";2673;34;52;1;145341;1839,12;242;166,5
"LK Weilheim-Schongau";2388;24;25;0;135478;1762,65;140;103,34
"LK Weißenburg-Gunzenhausen";1808;13;41;0;94734;1908,5;146;154,12
"LK Wunsiedel i.Fichtelgebirge";1862;13;65;2;72655;2562,8;139;191,32
"LK Würzburg";2159;3;36;0;162302;1330,24;85;52,37
"SK Amberg";645;7;8;0;42207;1528,18;32;75,82
"SK Ansbach";715;0;13;0;41798;1710,61;39;93,31
"SK Aschaffenburg";1413;41;24;0;71002;1990,08;138;194,36
"SK Augsburg";9306;24;185;1;296582;3137,75;523;176,34
"SK Bamberg";1371;4;42;0;77373;1771,94;78;100,81
"SK Bayreuth";1209;22;27;0;74783;1616,68;131;175,17
"SK Coburg";983;7;14;0;41072;2393,36;219;533,21
"SK Erlangen";2094;10;40;1;112528;1860,87;125;111,08
"SK Fürth";3461;11;67;0;128497;2693,45;224;174,32
"SK Hof";1342;7;34;1;45825;2928,53;147;320,79
"SK Ingolstadt";3116;0;58;0;137392;2267,96;167;121,55
"SK Kaufbeuren";1147;1;38;0;44398;2583,45;53;119,37
"SK Kempten";1239;5;18;0;69151;1791,73;70;101,23
"SK Landshut";1860;15;35;0;73411;2533,68;239;325,56
"SK Memmingen";867;6;14;0;44100;1965,99;103;233,56
"SK München";42915;451;533;10;1484226;2891,41;2404;161,97
"SK Nürnberg";16196;136;208;0;518370;3124,41;1660;320,23
"SK Passau";1833;21;38;1;52803;3471,39;165;312,48
"SK Regensburg";3560;7;27;0;153094;2325,37;166;108,43
"SK Rosenheim";2263;13;33;0;63551;3560,92;134;210,85
"SK Schwabach";1146;19;38;0;40981;2796,42;131;319,66
"SK Schweinfurt";1222;1;36;0;53426;2287,28;70;131,02
"SK Straubing";1241;0;58;0;47791;2596,72;83;173,67
"SK Weiden i.d.OPf.";1388;1;35;1;42743;3247,32;116;271,39
"SK Würzburg";2255;16;62;0;127934;1762,63;144;112,56
