"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";226;233;9;468
"'10-19";531;593;7;1131
"20-29";1373;1463;24;2860
"30-39";1400;1364;19;2783
"40-49";1541;1645;22;3208
"50-59";1988;1938;27;3953
"60-69";1076;845;12;1933
"70-79";832;634;9;1475
"80-89";488;593;4;1085
"90-99";45;145;2;192
"100+";3;11;0;14
"Unbekannt";22;22;7;51
"Gesamt";9525;9486;142;19153
