"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3591;10;86;0;134655;2666,82;57;42,33
"LK Altötting";4203;13;181;3;111516;3768,97;116;104,02
"LK Amberg-Sulzbach";3411;15;125;0;103049;3310,08;154;149,44
"LK Ansbach";5335;38;147;0;184591;2890,17;168;91,01
"LK Aschaffenburg";6010;28;188;0;174200;3450,06;137;78,65
"LK Augsburg";7981;13;176;0;253468;3148,72;173;68,25
"LK Bad Kissingen";2448;17;82;0;103235;2371,29;87;84,27
"LK Bad Tölz-Wolfratshausen";3633;8;59;0;127917;2840,12;57;44,56
"LK Bamberg";3894;9;122;0;147163;2646,05;56;38,05
"LK Bayreuth";3640;0;131;0;103664;3511,34;92;88,75
"LK Berchtesgadener Land";4579;32;96;0;105929;4322,71;114;107,62
"LK Cham";4366;65;123;0;127998;3410,99;252;196,88
"LK Coburg";3392;9;141;0;86747;3910,22;35;40,35
"LK Dachau";5964;14;127;0;154899;3850,25;121;78,12
"LK Deggendorf";4618;16;125;0;119478;3865,15;118;98,76
"LK Dillingen a.d.Donau";2613;5;100;0;96562;2706,03;45;46,6
"LK Dingolfing-Landau";3511;12;76;0;96683;3631,46;109;112,74
"LK Donau-Ries";3711;11;142;0;133783;2773,9;72;53,82
"LK Ebersberg";4904;7;170;0;143649;3413,88;95;66,13
"LK Eichstätt";3444;11;70;0;132881;2591,79;30;22,58
"LK Erding";5288;0;101;0;138182;3826,84;85;61,51
"LK Erlangen-Höchstadt";3838;24;112;0;137262;2796,11;111;80,87
"LK Forchheim";3586;20;97;0;116203;3085,98;115;98,96
"LK Freising";5921;17;110;0;180007;3289,32;124;68,89
"LK Freyung-Grafenau";3747;15;108;0;78362;4781,65;109;139,1
"LK Fürstenfeldbruck";7343;33;120;0;219311;3348,21;145;66,12
"LK Fürth";3982;22;180;0;117853;3378,79;111;94,19
"LK Garmisch-Partenkirchen";2616;10;80;0;88424;2958,47;49;55,41
"LK Günzburg";4471;14;95;0;127027;3519,72;52;40,94
"LK Haßberge";2511;4;69;0;84384;2975,68;42;49,77
"LK Hof";4177;15;116;0;94801;4406,07;116;122,36
"LK Kelheim";3406;11;83;0;123058;2767,8;119;96,7
"LK Kitzingen";2247;3;80;0;91155;2465,03;11;12,07
"LK Kronach";2476;24;72;0;66743;3709,75;137;205,26
"LK Kulmbach";2756;39;96;0;71566;3850,99;190;265,49
"LK Landsberg a.Lech";3086;6;57;1;120302;2565,21;48;39,9
"LK Landshut";5321;34;151;0;159895;3327,81;165;103,19
"LK Lichtenfels";2342;12;61;1;66776;3507,25;70;104,83
"LK Lindau";2463;3;57;0;81981;3004,35;74;90,26
"LK Main-Spessart";3442;22;186;0;126158;2728,32;175;138,71
"LK Miesbach";3308;8;57;0;100010;3307,67;74;73,99
"LK Miltenberg";4406;14;113;0;128743;3422,32;88;68,35
"LK Mühldorf a.Inn";4860;9;127;0;115872;4194,28;120;103,56
"LK München";11679;13;272;0;350473;3332,35;230;65,63
"LK Neu-Ulm";5042;10;104;0;175204;2877,79;76;43,38
"LK Neuburg-Schrobenhausen";2821;17;64;0;97303;2899,19;76;78,11
"LK Neumarkt i.d.OPf.";4325;7;109;0;134573;3213,87;84;62,42
"LK Neustadt a.d.Aisch-Bad Windsheim";2921;8;82;1;101014;2891,68;83;82,17
"LK Neustadt a.d.Waldnaab";4325;12;149;0;94450;4579,14;122;129,17
"LK Nürnberger Land";5130;44;155;0;170792;3003,65;123;72,02
