"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1543;66;25;0;134655;1145,89;252;187,14
"LK Altötting";1601;76;58;0;111516;1435,67;255;228,67
"LK Amberg-Sulzbach";1104;31;55;0;103049;1071,33;209;202,82
"LK Ansbach";1786;0;37;0;184591;967,54;210;113,77
"LK Aschaffenburg";1912;32;44;0;174200;1097,59;232;133,18
"LK Augsburg";3135;100;24;0;253468;1236,84;548;216,2
"LK Bad Kissingen";626;30;18;0;103235;606,38;99;95,9
"LK Bad Tölz-Wolfratshausen";1471;39;13;0;127917;1149,96;223;174,33
"LK Bamberg";1355;38;45;2;147163;920,75;183;124,35
"LK Bayreuth";857;14;29;0;103664;826,71;79;76,21
"LK Berchtesgadener Land";1705;50;33;1;105929;1609,57;153;144,44
"LK Cham";1444;43;25;0;127998;1128,14;194;151,56
"LK Coburg";894;39;32;0;86747;1030,58;115;132,57
"LK Dachau";2651;97;55;5;154899;1711,44;353;227,89
"LK Deggendorf";1197;37;22;0;119478;1001,86;152;127,22
"LK Dillingen a.d.Donau";1042;37;40;0;96562;1079,1;169;175,02
"LK Dingolfing-Landau";1567;14;14;0;96683;1620,76;159;164,45
"LK Donau-Ries";1573;52;34;0;133783;1175,78;252;188,36
"LK Ebersberg";1860;36;15;1;143649;1294,82;234;162,9
"LK Eichstätt";1171;41;25;0;132881;881,24;212;159,54
"LK Erding";1963;44;16;2;138182;1420,59;300;217,1
"LK Erlangen-Höchstadt";1167;51;13;1;137262;850,2;262;190,88
"LK Forchheim";921;28;6;1;116203;792,58;143;123,06
"LK Freising";2592;43;50;0;180007;1439,94;262;145,55
"LK Freyung-Grafenau";1026;39;20;1;78362;1309,31;271;345,83
"LK Fürstenfeldbruck";3356;66;53;1;219311;1530,25;343;156,4
"LK Fürth";1519;31;74;2;117853;1288,89;225;190,92
"LK Garmisch-Partenkirchen";946;39;21;0;88424;1069,85;133;150,41
"LK Günzburg";1637;112;20;1;127027;1288,7;285;224,36
"LK Haßberge";725;30;8;0;84384;859,17;160;189,61
"LK Hof";1054;51;35;0;94801;1111,8;175;184,6
"LK Kelheim";1324;30;37;0;123058;1075,92;163;132,46
"LK Kitzingen";770;23;6;0;91155;844,72;72;78,99
"LK Kronach";637;11;6;0;66743;954,41;158;236,73
"LK Kulmbach";653;6;12;0;71566;912,44;30;41,92
"LK Landsberg a.Lech";1277;13;13;0;120302;1061,5;156;129,67
"LK Landshut";1907;54;43;1;159895;1192,66;264;165,11
"LK Lichtenfels";920;21;24;0;66776;1377,74;105;157,24
"LK Lindau";967;18;10;0;81981;1179,54;149;181,75
"LK Main-Spessart";761;29;11;0;126158;603,21;167;132,37
"LK Miesbach";1458;21;11;0;100010;1457,85;143;142,99
"LK Miltenberg";1490;45;22;0;128743;1157,34;263;204,28
"LK Mühldorf a.Inn";1803;30;30;0;115872;1556,03;217;187,28
"LK München";4932;47;100;0;350473;1407,24;575;164,06
"LK Neu-Ulm";1989;56;29;0;175204;1135,25;337;192,35
"LK Neuburg-Schrobenhausen";1143;33;34;1;97303;1174,68;132;135,66
"LK Neumarkt i.d.OPf.";1293;3;41;0;134573;960,82;95;70,59
"LK Neustadt a.d.Aisch-Bad Windsheim";856;40;7;0;101014;847,41;200;197,99
"LK Neustadt a.d.Waldnaab";1586;18;77;1;94450;1679,2;111;117,52
"LK Nürnberger Land";1670;46;48;1;170792;977,8;239;139,94
"LK Oberallgäu";1389;65;14;1;156008;890,34;272;174,35
"LK Ostallgäu";1788;45;42;0;141182;1266,45;219;155,12
"LK Passau";2821;144;45;0;192656;1464,27;521;270,43
"LK Pfaffenhofen a.d.Ilm";1466;21;30;2;128227;1143,28;222;173,13
"LK Regen";853;69;14;0;77410;1101,92;176;227,36
"LK Regensburg";2025;27;21;0;194070;1043,44;350;180,35
"LK Rhön-Grabfeld";675;24;13;1;79635;847,62;96;120,55
"LK Rosenheim";5497;157;221;0;261330;2103,47;653;249,88
"LK Roth";1094;35;10;0;126749;863,12;187;147,54
"LK Rottal-Inn";2287;61;63;0;121502;1882,27;194;159,67
"LK Schwandorf";1716;93;25;0;147872;1160,46;348;235,34
"LK Schweinfurt";1719;32;38;1;115445;1489,02;158;136,86
"LK Starnberg";1607;29;15;0;136667;1175,85;139;101,71
"LK Straubing-Bogen";1312;90;32;0;101120;1297,47;244;241,3
"LK Tirschenreuth";1692;33;144;2;72046;2348,5;108;149,9
"LK Traunstein";3493;96;100;0;177319;1969,9;530;298,9
"LK Unterallgäu";1548;70;34;0;145341;1065,08;207;142,42
"LK Weilheim-Schongau";1455;32;14;0;135478;1073,98;181;133,6
"LK Weißenburg-Gunzenhausen";938;27;28;0;94734;990,14;102;107,67
"LK Wunsiedel i.Fichtelgebirge";1144;51;48;1;72655;1574,56;104;143,14
"LK Würzburg";1522;21;22;1;162302;937,76;151;93,04
"SK Amberg";359;17;4;0;42207;850,57;72;170,59
"SK Ansbach";438;0;9;0;41798;1047,9;34;81,34
"SK Aschaffenburg";609;9;4;0;71002;857,72;81;114,08
"SK Augsburg";5269;215;47;2;296582;1776,57;870;293,34
"SK Bamberg";687;11;28;2;77373;887,91;87;112,44
"SK Bayreuth";637;5;14;0;74783;851,8;39;52,15
"SK Coburg";325;25;5;0;41072;791,29;51;124,17
"SK Erlangen";1025;32;14;1;112528;910,88;142;126,19
"SK Fürth";1706;38;40;0;128497;1327,66;279;217,13
"SK Hof";455;43;5;0;45825;992,91;97;211,67
"SK Ingolstadt";1906;44;43;0;137392;1387,27;291;211,8
"SK Kaufbeuren";638;31;13;0;44398;1437;136;306,32
"SK Kempten";660;12;12;0;69151;954,43;122;176,43
"SK Landshut";917;39;10;0;73411;1249,13;139;189,34
"SK Memmingen";497;16;4;0;44100;1126,98;63;142,86
"SK München";24734;434;293;3;1484226;1666,46;2459;165,68
"SK Nürnberg";6693;221;72;8;518370;1291,16;1217;234,77
"SK Passau";764;59;21;0;52803;1446,89;177;335,21
"SK Regensburg";2059;21;10;0;153094;1344,93;240;156,77
"SK Rosenheim";1488;35;23;0;63551;2341,43;125;196,69
"SK Schwabach";409;6;3;1;40981;998,02;65;158,61
"SK Schweinfurt";766;10;23;1;53426;1433,76;74;138,51
"SK Straubing";771;11;50;0;47791;1613,27;40;83,7
"SK Weiden i.d.OPf.";829;18;21;0;42743;1939,5;75;175,47
"SK Würzburg";1578;15;53;0;127934;1233,45;125;97,71
