"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1803;14;34;0;134655;1338,98;192;142,59
"LK Altötting";1982;66;64;0;111516;1777,32;251;225,08
"LK Amberg-Sulzbach";1399;35;64;1;103049;1357,61;213;206,7
"LK Ansbach";2207;104;51;5;184591;1195,62;208;112,68
"LK Aschaffenburg";2332;55;47;1;174200;1338,69;248;142,37
"LK Augsburg";3854;58;28;0;253468;1520,51;497;196,08
"LK Bad Kissingen";780;40;19;0;103235;755,56;120;116,24
"LK Bad Tölz-Wolfratshausen";1774;23;14;0;127917;1386,84;187;146,19
"LK Bamberg";1544;24;49;0;147163;1049,18;131;89,02
"LK Bayreuth";972;15;29;0;103664;937,64;79;76,21
"LK Berchtesgadener Land";1947;25;35;0;105929;1838,02;172;162,37
"LK Cham";1703;40;29;0;127998;1330,49;193;150,78
"LK Coburg";1168;49;37;1;86747;1346,44;232;267,44
"LK Dachau";3135;118;65;2;154899;2023,9;287;185,28
"LK Deggendorf";1429;33;25;0;119478;1196,04;199;166,56
"LK Dillingen a.d.Donau";1270;26;42;0;96562;1315,22;175;181,23
"LK Dingolfing-Landau";1747;32;21;2;96683;1806,94;139;143,77
"LK Donau-Ries";1805;15;36;0;133783;1349,2;167;124,83
"LK Ebersberg";2226;28;19;0;143649;1549,61;256;178,21
"LK Eichstätt";1491;1;29;0;132881;1122,06;223;167,82
"LK Erding";2354;0;18;0;138182;1703,55;274;198,29
"LK Erlangen-Höchstadt";1482;43;22;2;137262;1079,69;222;161,73
"LK Forchheim";1148;23;12;0;116203;987,93;171;147,16
"LK Freising";2953;31;51;0;180007;1640,49;271;150,55
"LK Freyung-Grafenau";1347;32;25;0;78362;1718,95;229;292,23
"LK Fürstenfeldbruck";3891;53;58;0;219311;1774,19;355;161,87
"LK Fürth";1795;22;76;0;117853;1523,08;195;165,46
"LK Garmisch-Partenkirchen";1065;23;22;0;88424;1204,42;93;105,18
"LK Günzburg";2104;35;30;1;127027;1656,34;263;207,04
"LK Haßberge";1049;44;14;2;84384;1243,13;220;260,71
"LK Hof";1340;25;37;0;94801;1413,49;216;227,85
"LK Kelheim";1574;27;39;0;123058;1279,07;174;141,4
"LK Kitzingen";915;26;6;0;91155;1003,78;92;100,93
"LK Kronach";869;24;13;0;66743;1302,01;158;236,73
"LK Kulmbach";730;12;12;0;71566;1020,04;61;85,24
"LK Landsberg a.Lech";1539;29;16;0;120302;1279,28;200;166,25
"LK Landshut";2345;53;47;0;159895;1466,59;330;206,39
"LK Lichtenfels";1007;6;26;0;66776;1508,03;66;98,84
"LK Lindau";1080;26;11;0;81981;1317,38;86;104,9
"LK Main-Spessart";1183;60;25;3;126158;937,71;329;260,78
"LK Miesbach";1694;24;11;0;100010;1693,83;146;145,99
"LK Miltenberg";1792;28;26;0;128743;1391,92;236;183,31
"LK Mühldorf a.Inn";2172;43;34;0;115872;1874,48;290;250,28
"LK München";5729;64;111;0;350473;1634,65;508;144,95
"LK Neu-Ulm";2472;140;29;0;175204;1410,93;458;261,41
"LK Neuburg-Schrobenhausen";1328;31;40;1;97303;1364,81;135;138,74
"LK Neumarkt i.d.OPf.";1539;40;50;0;134573;1143,62;174;129,3
"LK Neustadt a.d.Aisch-Bad Windsheim";1141;12;16;1;101014;1129,55;230;227,69
"LK Neustadt a.d.Waldnaab";1804;31;77;0;94450;1910,01;147;155,64
"LK Nürnberger Land";1986;26;52;0;170792;1162,82;234;137,01
"LK Oberallgäu";1702;70;14;0;156008;1090,97;236;151,27
"LK Ostallgäu";1994;30;48;0;141182;1412,36;129;91,37
"LK Passau";3715;165;50;2;192656;1928,31;641;332,72
"LK Pfaffenhofen a.d.Ilm";1778;58;39;2;128227;1386,6;220;171,57
"LK Regen";1160;53;14;0;77410;1498,51;263;339,75
"LK Regensburg";2466;-9;26;1;194070;1270,68;242;124,7
"LK Rhön-Grabfeld";876;15;13;0;79635;1100,02;147;184,59
"LK Rosenheim";6295;98;229;1;261330;2408,83;567;216,97
"LK Roth";1370;19;15;0;126749;1080,88;175;138,07
"LK Rottal-Inn";2585;29;65;0;121502;2127,54;238;195,88
"LK Schwandorf";2145;41;25;0;147872;1450,58;250;169,07
"LK Schweinfurt";1985;13;39;0;115445;1719,43;162;140,33
"LK Starnberg";1791;21;16;0;136667;1310,48;124;90,73
"LK Straubing-Bogen";1600;32;40;1;101120;1582,28;223;220,53
"LK Tirschenreuth";1810;14;147;0;72046;2512,28;93;129,08
"LK Traunstein";4032;40;112;0;177319;2273,87;358;201,9
"LK Unterallgäu";1775;19;40;0;145341;1221,27;151;103,89
"LK Weilheim-Schongau";1633;23;16;0;135478;1205,36;128;94,48
"LK Weißenburg-Gunzenhausen";1070;14;31;0;94734;1129,48;88;92,89
"LK Wunsiedel i.Fichtelgebirge";1315;13;52;0;72655;1809,92;130;178,93
"LK Würzburg";1716;11;27;0;162302;1057,29;128;78,87
"SK Amberg";472;14;5;0;42207;1118,3;78;184,8
"SK Ansbach";510;12;11;0;41798;1220,15;36;86,13
"SK Aschaffenburg";737;15;5;1;71002;1038;62;87,32
"SK Augsburg";6495;126;69;1;296582;2189,95;828;279,18
"SK Bamberg";812;13;29;0;77373;1049,46;88;113,73
"SK Bayreuth";704;7;14;0;74783;941,39;49;65,52
"SK Coburg";406;14;6;0;41072;988,51;67;163,13
"SK Erlangen";1287;17;18;3;112528;1143,72;185;164,4
"SK Fürth";2149;31;50;1;128497;1672,41;299;232,69
"SK Hof";638;17;7;0;45825;1392,25;149;325,15
"SK Ingolstadt";2184;32;47;1;137392;1589,61;198;144,11
"SK Kaufbeuren";786;13;21;2;44398;1770,35;99;222,98
"SK Kempten";814;15;15;0;69151;1177,13;115;166,3
"SK Landshut";1069;9;13;0;73411;1456,19;119;162,1
"SK Memmingen";569;6;9;0;44100;1290,25;55;124,72
"SK München";28979;531;340;7;1484226;1952,47;2562;172,62
"SK Nürnberg";8672;223;89;15;518370;1672,94;1388;267,76
"SK Passau";1073;41;21;0;52803;2032,08;232;439,37
"SK Regensburg";2549;110;14;0;153094;1664,99;224;146,32
"SK Rosenheim";1713;28;25;2;63551;2695,47;176;276,94
"SK Schwabach";495;16;4;0;40981;1207,88;63;153,73
"SK Schweinfurt";916;6;27;0;53426;1714,52;91;170,33
"SK Straubing";866;15;50;0;47791;1812,06;71;148,56
"SK Weiden i.d.OPf.";940;11;21;0;42743;2199,19;82;191,84
"SK Würzburg";1727;13;53;0;127934;1349,91;104;81,29
