"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";290;1;20;0;133596;217,07;6;4,49
"LK Altötting";591;0;42;1;111210;531,43;4;3,6
"LK Amberg-Sulzbach";471;1;44;0;103109;456,8;11;10,67
"LK Ansbach";580;10;26;3;183949;315,3;17;9,24
"LK Aschaffenburg";509;2;36;0;174208;292,18;9;5,17
"LK Augsburg";374;1;8;0;251534;148,69;5;1,99
"LK Bad Kissingen";245;4;18;0;103218;237,36;11;10,66
"LK Bad Tölz-Wolfratshausen";414;2;10;0;127227;325,4;5;3,93
"LK Bamberg";403;0;34;0;147086;273,99;16;10,88
"LK Bayreuth";414;1;27;0;103656;399,4;13;12,54
"LK Berchtesgadener Land";286;0;15;0;105722;270,52;3;2,84
"LK Cham";414;0;20;-1;127882;323,74;1;0,78
"LK Coburg";241;23;12;1;86906;277,31;51;58,68
"LK Dachau";910;0;26;0;153884;591,35;23;14,95
"LK Deggendorf";291;3;11;-1;119326;243,87;10;8,38
"LK Dillingen a.d.Donau";258;1;22;0;96021;268,69;7;7,29
"LK Dingolfing-Landau";202;2;5;0;96217;209,94;6;6,24
"LK Donau-Ries";342;2;23;0;133496;256,19;6;4,49
"LK Ebersberg";490;11;5;0;142142;344,73;23;16,18
"LK Eichstätt";281;0;17;0;132341;212,33;6;4,53
"LK Erding";611;1;10;0;137660;443,85;7;5,08
"LK Erlangen-Höchstadt";210;2;6;0;136271;154,1;6;4,4
"LK Forchheim";202;0;4;0;116099;173,99;5;4,31
"LK Freising";967;3;40;3;179116;539,87;31;17,31
"LK Freyung-Grafenau";187;0;11;0;78355;238,66;2;2,55
"LK Fürstenfeldbruck";863;4;33;0;219320;393,49;20;9,12
"LK Fürth";484;1;56;0;117387;412,31;5;4,26
"LK Garmisch-Partenkirchen";274;1;15;0;88467;309,72;12;13,56
"LK Günzburg";235;1;4;0;125747;186,88;6;4,77
"LK Haßberge";154;0;5;0;84599;182,04;0;0
"LK Hof";423;0;29;0;95311;443,81;12;12,59
"LK Kelheim";438;4;34;0;122258;358,26;4;3,27
"LK Kitzingen";193;1;3;0;90909;212,3;4;4,4
"LK Kronach";152;2;3;0;67135;226,41;8;11,92
"LK Kulmbach";240;-1;11;0;71845;334,05;8;11,14
"LK Landsberg a.Lech";353;0;10;0;120071;293,99;13;10,83
"LK Landshut";660;2;28;0;158698;415,88;5;3,15
"LK Lichtenfels";220;2;4;1;66838;329,15;8;11,97
"LK Lindau";241;1;8;0;81669;295,09;1;1,22
