"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;73;0;0;2;22/03/2021
Hovedstaden;0-9;7807;1;1;103;22/03/2021
Midtjylland;0-9;2804;0;0;22;22/03/2021
Nordjylland;0-9;899;0;0;6;22/03/2021
Sjælland;0-9;1858;0;0;17;22/03/2021
Syddanmark;0-9;2463;0;2;21;22/03/2021
;10-19;86;0;0;0;22/03/2021
Hovedstaden;10-19;15324;0;1;87;22/03/2021
Midtjylland;10-19;6468;0;0;24;22/03/2021
Nordjylland;10-19;2337;0;0;8;22/03/2021
Sjælland;10-19;5136;0;0;38;22/03/2021
Syddanmark;10-19;5489;0;0;16;22/03/2021
;20-29;519;0;0;10;22/03/2021
Hovedstaden;20-29;21708;0;2;273;22/03/2021
Midtjylland;20-29;7845;0;0;74;22/03/2021
Nordjylland;20-29;2849;0;0;34;22/03/2021
Sjælland;20-29;4039;0;2;74;22/03/2021
Syddanmark;20-29;5394;0;5;70;22/03/2021
;30-39;570;0;0;20;22/03/2021
Hovedstaden;30-39;15826;4;2;450;22/03/2021
Midtjylland;30-39;5039;0;1;111;22/03/2021
Nordjylland;30-39;1843;0;1;38;22/03/2021
Sjælland;30-39;3834;2;1;108;22/03/2021
Syddanmark;30-39;4058;0;4;91;22/03/2021
;40-49;510;0;0;27;22/03/2021
Hovedstaden;40-49;15266;4;6;589;22/03/2021
Midtjylland;40-49;5508;1;2;177;22/03/2021
Nordjylland;40-49;2026;0;1;62;22/03/2021
Sjælland;40-49;5118;1;6;216;22/03/2021
Syddanmark;40-49;4704;1;5;146;22/03/2021
;50-59;329;1;2;40;22/03/2021
Hovedstaden;50-59;14185;28;14;901;22/03/2021
Midtjylland;50-59;5633;9;4;336;22/03/2021
Nordjylland;50-59;2320;3;3;104;22/03/2021
Sjælland;50-59;5247;8;5;321;22/03/2021
Syddanmark;50-59;4683;4;11;240;22/03/2021
;60-69;115;0;0;22;22/03/2021
Hovedstaden;60-69;7481;109;11;949;22/03/2021
Midtjylland;60-69;3159;28;3;312;22/03/2021
Nordjylland;60-69;1513;10;4;136;22/03/2021
Sjælland;60-69;2928;34;5;376;22/03/2021
Syddanmark;60-69;2633;16;11;272;22/03/2021
;70-79;28;0;0;10;22/03/2021
Hovedstaden;70-79;4714;321;28;1419;22/03/2021
Midtjylland;70-79;1827;86;3;435;22/03/2021
Nordjylland;70-79;959;61;3;215;22/03/2021
Sjælland;70-79;1904;104;11;544;22/03/2021
Syddanmark;70-79;1610;55;13;346;22/03/2021
;80-89;10;1;0;5;22/03/2021
Hovedstaden;80-89;2784;512;2;1264;22/03/2021
Midtjylland;80-89;887;149;1;306;22/03/2021
Nordjylland;80-89;440;62;2;175;22/03/2021
Sjælland;80-89;961;152;5;452;22/03/2021
Syddanmark;80-89;717;89;7;268;22/03/2021
;90+;5;0;0;0;22/03/2021
Hovedstaden;90+;987;303;1;385;22/03/2021
Midtjylland;90+;258;68;0;77;22/03/2021
Nordjylland;90+;125;43;0;38;22/03/2021
Sjælland;90+;271;88;1;131;22/03/2021
Syddanmark;90+;164;44;0;59;22/03/2021
