"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;3;0;0;0;29/03/2021
Hovedstaden;0-9;311;0;1;4;29/03/2021
Midtjylland;0-9;91;0;0;0;29/03/2021
Nordjylland;0-9;15;0;0;0;29/03/2021
Sjælland;0-9;43;0;0;1;29/03/2021
Syddanmark;0-9;118;0;0;0;29/03/2021
;10-19;5;0;0;0;29/03/2021
Hovedstaden;10-19;383;0;0;1;29/03/2021
Midtjylland;10-19;120;0;0;0;29/03/2021
Nordjylland;10-19;41;0;0;0;29/03/2021
Sjælland;10-19;76;0;0;0;29/03/2021
Syddanmark;10-19;220;0;0;0;29/03/2021
;20-29;8;0;0;0;29/03/2021
Hovedstaden;20-29;482;0;0;4;29/03/2021
Midtjylland;20-29;118;0;1;3;29/03/2021
Nordjylland;20-29;51;0;1;1;29/03/2021
Sjælland;20-29;114;0;1;2;29/03/2021
Syddanmark;20-29;170;0;1;3;29/03/2021
;30-39;15;0;1;1;29/03/2021
Hovedstaden;30-39;380;0;2;7;29/03/2021
Midtjylland;30-39;108;0;0;1;29/03/2021
Nordjylland;30-39;31;0;0;0;29/03/2021
Sjælland;30-39;94;0;0;2;29/03/2021
Syddanmark;30-39;140;0;1;2;29/03/2021
;40-49;20;0;0;0;29/03/2021
Hovedstaden;40-49;369;0;5;8;29/03/2021
Midtjylland;40-49;99;0;0;4;29/03/2021
Nordjylland;40-49;48;0;1;1;29/03/2021
Sjælland;40-49;71;0;0;1;29/03/2021
Syddanmark;40-49;157;0;1;3;29/03/2021
;50-59;14;0;0;1;29/03/2021
Hovedstaden;50-59;330;0;7;12;29/03/2021
Midtjylland;50-59;87;0;3;5;29/03/2021
Nordjylland;50-59;34;0;1;1;29/03/2021
Sjælland;50-59;81;0;3;3;29/03/2021
Syddanmark;50-59;126;0;1;5;29/03/2021
;60-69;3;0;0;0;29/03/2021
Hovedstaden;60-69;178;0;6;13;29/03/2021
Midtjylland;60-69;50;0;1;2;29/03/2021
Nordjylland;60-69;18;0;0;0;29/03/2021
Sjælland;60-69;30;0;0;1;29/03/2021
Syddanmark;60-69;55;0;2;2;29/03/2021
Hovedstaden;70-79;76;0;5;12;29/03/2021
Midtjylland;70-79;24;0;2;4;29/03/2021
Nordjylland;70-79;15;0;0;0;29/03/2021
Sjælland;70-79;20;0;6;8;29/03/2021
Syddanmark;70-79;28;0;3;6;29/03/2021
Hovedstaden;80-89;29;0;5;5;29/03/2021
Midtjylland;80-89;4;0;1;2;29/03/2021
Nordjylland;80-89;2;0;0;0;29/03/2021
Sjælland;80-89;5;0;0;1;29/03/2021
Syddanmark;80-89;8;0;2;2;29/03/2021
;90+;1;0;0;0;29/03/2021
Hovedstaden;90+;3;0;0;0;29/03/2021
Midtjylland;90+;2;1;0;1;29/03/2021
Sjælland;90+;2;0;0;0;29/03/2021
Syddanmark;90+;1;0;0;0;29/03/2021
